;section;speaker;role;text
0;scripted;Operator;Operator;Good morning and welcome to the ADM fourth quarter 2020 earnings conference call. All lines have been placed on a listen-only mode to prevent background noise. As a reminder, this conference call is being recorded.  I would now like to introduce your host for today's call, Victoria De La Huerga, Vice President, Investor Relations for ADM. Ms. De La Huerga, you may begin.
1;scripted;Victoria De La Huerga - Vice President, Investor Relations;Firm;Thank you Shelby. Good morning and welcome to ADM's fourth quarter earnings webcast. Starting tomorrow, a replay of today's webcast will be available at adm.com. For those following the presentation, please turn to Slide 2, the company's Safe Harbor statement, which says that some of our comments and materials constitute forward-looking statements that reflect management's current views and estimates of future economic circumstances, industry conditions, company performance, and financial results. These statements and materials are based on many assumptions and factors that are subject to risks and uncertainties. ADM has provided additional information in its reports on file with the SEC concerning assumptions and factors that could cause actual results to differ materially from those in this presentation, and you should carefully review the assumptions and factors in our SEC reports. To the extent permitted under applicable law, ADM assumes no obligation to update any forward-looking statement as a result of new information or future events.  On today's webcast, our Chairman and Chief Executive Officer, Juan Luciano will provide an overview of the quarter and the year and highlight some of our accomplishments from 2020. Our Chief Financial Officer, Ray Young will review financial highlights and corporate results, as well as the drivers of our performance, then Juan will make some final comments, after which they will take your questions. Please turn to Slide 3. I will now turn the call over to Juan.
2;scripted;Juan Luciano - Chairman, President, Chief Executive Officer;Firm;"Thank you Victoria.  This morning we reported fourth quarter adjusted earnings per share of $1.21, up 49% year-over-year if we exclude the prior year impact of the retroactive biodiesel tax credit. Adjusted segment operating profit was $1.15 billion, 12% higher than the fourth quarter of 2019. For the full year, we delivered record adjusted EPS of $3.59; $3.4 billion in adjusted segment operating profit, 12% higher than 2019; four straight quarters of year-over-year segment operating profit growth, and trailing four-quarter adjusted ROIC of 7.7%, almost 200 basis points above our weighted cost of capital. We are maintaining our strong balance sheet and generating strong cash flows.  The team managed a wide variety of risks superbly and we achieved our strategic initiatives, exceeding our $500 million to $600 million guidance and driving our ability to deliver a steady, sustainable earnings growth. I'd like to thank our team for this tremendous performance and highlight for you some of our many achievements in 2020. In our optimized pillar, around the globe amid lockdowns, rapidly shifting demand patterns and extreme weather events, our colleagues fulfilled our purpose by adapting and innovating to keep our work environment safe from COVID-19, maintaining our operations to support the global food value chain, and delivering for our customers to provide nutrition around the world. Beyond that, for the year, our ag services and oilseeds team delivered more than $300 million in capital reduction initiatives, and we are focusing on new ways to enhance the return structure of that business from digital technologies like our Grainbridge joint venture to differentiated products and services that add share value for growers, customers, and ADM. In our drive pillar, our new organizational structures and business processes, like our centers of excellence and our 1ADM business transformation project are helping drive better decision making and operational excellence. We continued our work to support our planet and its natural resources. We achieved our 15x20 environmental goals ahead of schedule and launched Strive 35, an even more ambitious plan to reduce greenhouse gas emissions, energy, water, and waste by 2035, and we're partnering with farmers in their efforts toward better outcomes, supported by the 6.5 million acres we have in sustainable farming programs over recent years. In our growth pillar, our nutrition team exceeded our Neovia synergy targets and delivered them ahead of schedule. We expanded our plant-based protein capabilities, including the launch of our PlantPlus Foods joint venture, and amid an incredibly dynamic demand environment, we utilized new, innovative technologies and continued launching new products to ensure we're meeting our customers' needs.  Our carbohydrate solutions colleagues moved quickly to meet changing customer needs for retail flour, industrial starches for cardboards, and USP-grade alcohol for hand sanitizers, and the ADM team showed its innovative spirit by partnering and supporting companies that are making food out of air, spider silk out of corn, and animal feed out of insects. Finally, I'm proud to say we surpassed by about 10% our stretch goal of $1.3 billion in readiness run rate benefits by the end of the year. Readiness is driving our strategic initiatives, enabling us to be more efficient and powering our growth. Perhaps most importantly, today we can say that readiness is truly embedded in our culture. It's how we work. Thanks to these impressive achievements, I'm pleased to announce a quarterly dividend increase of 2.8% to $0.37 per quarter. This dividend will be our 357th consecutive quarterly payment, an uninterrupted record of 89 years.  It's been a remarkable year with achievements and results that truly demonstrate the strategic work we've been doing over the years to optimize, drive, and grow. Even more important is how we're building for the future. We've created and are now strengthening the strategic foundation to deliver steady, sustained earnings growth for years to come.  I'll be talking about that shortly, but first let me turn the call over to Ray to take us through our business performance. Ray?"
3;scripted;Ray Young - Executive Vice President, Chief Financial Officer;Firm;Yes, thanks Juan, and good morning everyone. Please turn to Slide No. 4. As Juan mentioned, adjusted EPS for the quarter was $1.21, down from the $1.42 in the prior year quarter. As a reminder, the fourth quarter of last year was positively impacted by the recognition of about $0.61 per share for the retroactive biodiesel tax credits. Absent this, earnings would have grown by about 49%. Our trailing four-quarter average adjusted ROIC was 7.7%, almost 200 basis points higher than our 2020 annual WACC, and our trailing four-quarter adjusted EBITDA was about $3.7 billion.  The effective tax rate for the fourth quarter of 2020 was approximately 8% compared to a benefit of 1% in the prior year. The calendar year 2020 effective tax rate was approximately 5%, down from the approximately 13% in 2019. The decrease in the effective tax rate for the calendar year was due primarily to changes in the geographic mix of earnings and the impact of U.S. tax credits, mainly the railroad tax credits, which have an offsetting expense in the cost of products sold. Absent the effect of EPS-adjusting items, the effective tax rate for the fourth quarter was approximately 11%, and for the calendar year 2020, it was approximately 9%. Looking ahead, we're expecting full year 2021 effective tax rate to be in the range of 14% to 16%.  We generated about $3.1 billion of cash from operations before working capital for the year, significantly higher than 2019. Return of capital for the year was $942 million, including more than $800 million from dividends.  We finished the quarter with a net debt to total capital ratio of about 32%, up from the 29% a year ago due to higher working capital needs due to rising commodity prices. Capital spending for the year was about $820 million, in line with our guidance and well below our depreciation and amortization rate of about $1 billion dollars. For 2021, we expect capital spending to be in a range of $900 million to $1 billion. Slide 5, please. Other business results were substantially lower than the prior year quarter. ADM investor services earnings were impacted by drastically lower short-term interest rates. Captive insurance results were negatively impacted by $15 million more in net intra-company settlements compared to the prior year quarter. For 2021, we expect other business results to be in line with 2020. In the corporate lines, unallocated corporate costs of $278 million were higher year-over-year due primarily to increased variable performance-related compensation expense accruals, increased IT and project-related expenses, and centralization of certain costs, including from Neovia. Other charges decreased due to lower railroad maintenance expenses partially offset by the absence of prior year investment gains. For 2021, corporate unallocated should be overall similar to 2020. Net interest expense for the quarter was lower than last year due to lower short term interest rates and liability management actions taken in 2020. For 2021, we expect net interest expense for the calendar year to be similar to or slightly lower than 2020. Slide 6, please. The ag services and oilseeds team capped off an outstanding year with record adjusting operating profit in the fourth quarter. Ag services results were significantly higher year over year. In North America, the team executed extremely well, capitalizing on strong global demand particularly from China to deliver higher export volumes and margins. South American origination was lower year over year after significantly accelerated farmer selling in the first half of 2020.  Global trade continued to do a great job, contributing to higher results by utilizing its global reach and managing risk well to meet customer demand. Approximately $80 million of prior timing effects reversed in the quarter, as expected.  Crushing also delivered substantially higher results versus the prior year period. The business did a great job to capture higher margins in a continued environment of tight soybean supply and strong global demand for both meal and vegetable oils. There was approximately $125 million in net negative timing in the quarter driven by basis impacts and improved soft seed margins.  Refined products and other results were higher year over year absent the recognition of the retroactive biodiesel tax credit in the fourth quarter of last year, with good results driven primarily by solid South American margins. Wilmar's strong performance drove our equity earnings higher versus the prior year despite our slightly lower ownership stake.  For the full year, ag service and oilseeds delivered exceptional results of $2.1 billion, 9% higher than 2019. The team achieved multiple records, including all-time high global crush volumes. In addition, we're proud of the team that brought our reserve export facility back online safely and ahead of schedule despite dealing with multiple severe weather events this year. Looking ahead, we expect the first quarter of 2021 results for ag service and oilseeds to be significantly higher than the prior year first quarter, driven by extremely strong North America export demand and continued healthy crush margins. Slide 7, please. The carbohydrate solutions team again delivered substantially a higher year-over-year result despite the impacts of lockdowns in key market segments. The starches and sweeteners sub-segment achieved significantly higher results driven by lower net corn costs and intra-company insurance settlements. Earnings were partially offset by low results from corn oil and wet mill ethanol margins. Damaged corn processor results were also better versus the prior year, though they continue to reflect the challenging ethanol industry environment. The team delivered higher year-over-year margins as they met increased demand for USP-grade alcohol, partially offset by fixed costs from the two temporarily idled dry mills.  Considering the impact of lockdowns in both driving miles and the food service sectors, we're extremely proud of our carbohydrate solutions team for delivering full year results of $717 million, 11% higher than 2019. The team achieved record high operating profits from starches in the year. They acted decisively by temporarily idling production at our two VCP dry mill plants, helping address industry supply and demand balances, and the wheat milling business' modernization and optimization plan, including a new state of the art mill in Mendota, Illinois, helped power a significant improvement over full year 2019 for that business.  Looking ahead, we expect carbohydrate solutions results in the first quarter to be significantly higher than last year's first quarter, which was negatively impacted by corn oil mark to market impacts, but below the fourth quarter 2020 levels due to the challenged industry ethanol margins.  Slide 8, please. The nutrition team delivered 24% year-over-year growth in the quarter. In human nutrition, flavors delivered a strong quarter driven by good sales and product mix in North America and EMEAI. Continued strength in plant proteins drove higher results in specialty ingredients. Health and wellness delivered higher sales in probiotics and natural health and nutrition. Prior year results included revenue and income related to the launch of the strategic Spiber relationship. Human nutrition results for the quarter also included an intra-company insurance settlement.  Animal nutrition results were significantly higher year over year, driven by strong performances in Asia and EMEAI and improvements in amino acid results, partially offset by currency effects in Latin America. We're continuing to make improvements in our amino acid business, including our announcement last month that we're discontinuing dry lysine production and transitioning to our liquid and encapsulated products in the first half of this year.  For the full year, nutrition results were $574 million, 37% higher than 2019. The nutrition team grew revenue 5% on a constant currency basis and continued to expand EBITDA margins. We exceeded our Neovia synergy targets and delivered them ahead of schedule. We are truly seeing the benefits of our investments in nutrition. Looking ahead, we expect nutrition to solidly grow operating profits in 2021 calendar year, but the first quarter should be similar to the prior year period due to timing of certain expenses over the year, including investments in projects to drive organic growth.  With that, let me turn it over to Juan to conclude. Juan?
4;scripted;Juan Luciano - Chairman, President, Chief Executive Officer;Firm;Thank you Ray. Slide 9, please.  I'd like to congratulate the team once more on delivering great results in 2020. I'm proud of what we achieved and I'm excited to see our work empowering us to reach even greater heights.  In 2020, ag services and oilseeds capitalized on its unparalleled and flexible global footprint to meet strong demand. In 2021, we expect ag services and oilseeds' strong execution, diverse and flexible crush capabilities, including an extensive soft seed footprint and important strategic work to continue to drive results. In addition, we expect the global demand environment for ag services and oilseeds to remain strong.  China should continue to be a significant buyer. We see continued strong global growth in meal demand and we expect increased demand for vegetable oil due to recovering cooking oils for food service and growth in demand for biofuels, including renewable green diesel. That is why we are confident in another outstanding performance from ag services and oilseeds in 2021. Carbohydrate solutions is showing how we have embedded great execution into our operational structure and culture. The team is doing a great job strengthening their business by optimizing their plans and product mix, and their ability to adjust production in 2020 to quickly meet changes in demand showed how those strategic efforts are paying off. Now they are well positioned to use those same tools as the effect of lockdowns on the food service and transportation fuel sectors dissipates throughout 2021. We expect solid profit growth for the year for carbohydrate solutions. Nutrition continued to harvest investments, leading consumer growth trend areas and partnering with customers to bring innovative new products and solutions to market in 2020. Based on our current organic growth plans, we expect the nutrition team to deliver solid revenue expansion and enter the period of an average of 15% per annum operating profit growth consistent with our strategic plan.  Across ADM, we are fulfilling our purpose and building on a foundation for steady, sustainable earnings growth. We are growing and leading in key trend areas, including food security, health and wellness, and sustainability. Our continued advancements of readiness is benefiting the entire enterprise and we're making investments in exciting growth innovation platforms, which we'll be talking more about in the future.  In 2021, we will remain focused on the drivers under our control, having incremental returns as we focus on organic growth, advancing operational excellence initiatives to maximize returns from every business and every asset, and continuing to generate benefits from readiness. With the strong execution of these strategic initiatives and improving market conditions as the year progresses, we expect to build on a record 2020 with strong growth in segment operating profit and another record year of EPS in 2021. With that, Shelby, please open the line for questions.
5;Q&A;Operator;Operator;Your first question is from Michael Piken of Cleveland Research.
6;Q&A;Michael Piken - Cleveland Research;Analyst;Yes, good morning. Congratulations on the good quarter. Just wanted to dig a little bit more into your thoughts on how U.S. crushing is going to play out throughout the year. I understand 1Q is going to be really strong, but are you worried about tightness and availability of soybeans as we move into the spring and summer, and how are you sort of positioning your crushing business in case the market gets a little bit tighter?
7;Q&A;Juan Luciano - Chairman, President, Chief Executive Officer;Firm;Yes Michael, thank you for the question. Good morning. Listen, we expect 2021 to be a very, very strong year for oilseeds and ag services, maybe with a different mix of earnings that we have in this year. If you think about 2021, we're starting with tailwinds from 2020, so we're starting from a different position, and we're starting the year with improved global crush margins in Q1 versus Q1 last year. We see a year in which we flex a little bit more our capabilities. We see a strong, still soybean crush but an exceptional crop and recovery after many years of softness in the soft seed crush, and I'd remind you that we have about 25% of our capacity in soft seed, and we have about 15% of our capacity that is shifting, so that's a competitive advantage for ADM.  We see a strong demand for meal, and we see also the vegetable story playing out with good global demand and prices that are today about 20% higher than at the same time last year, and not only coming from food demand but also from fuels, a new renewable green diesel capacity is having an impact in green oil demand and margins, and think that that could be something about half a billion pounds per year this year of extra demand, so all in all we see tight balances and we see a strong margin environment for the rest of the year.
8;Q&A;Michael Piken - Cleveland Research;Analyst;Great. Then just as a follow-up, in your slide deck you talked about on Slide 13 having $295 million of cumulative crush deferred timing gains, is that all showing up in oilseed crush or is that across the whole portfolio, and if you could give us any sort of help in terms of the cadence of when we might see that realized - is it going to be primarily in 1Q or more evenly spread throughout the first half? Thanks.
9;Q&A;Ray Young - Executive Vice President, Chief Financial Officer;Firm;Yes Michael, it's Ray here. This is in the crush part of the ag services and oilseeds. As you pointed out, we increased by $125 million in the quarter, so now we have a balance of about $295 million in timing effects. We expect that roughly half will get reversed in the first quarter based upon the book that we have right now, and then the other half will be reversed over the second and third quarters and actually we'll see how prices move, but this is our current expectations in terms of how we expect this to play out over the course of '21.
