;section;speaker;role;text
0;scripted;Operator;Operator;Good day, ladies and gentlemen, and thank you for standing by. Welcome to the LCI Industries 2019 First Quarter Conference Call. And as a reminder, this conference is being recorded. Now it's my pleasure to turn the call to Victoria Sivrais.
1;scripted;Victoria Sivrais - Investor Relations-Clermont Partners;Firm;"Thank you, operator. Good morning, everyone, and welcome to LCI Industries 2019 first quarter conference call. I am joined on the call today by members of LCI's management team, including Jason Lippert, CEO and Director; and Brian Hall, CFO. Management will be discussing the results in just a moment. Supplementing our discussion today will be our earnings presentation, which is available on the Investor section of our website at www.lci1.com. I would like to inform you that certain statements made in today's conference call regarding LCI Industries and its operations may be considered forward-looking statements under the securities laws and involve a number of risks and uncertainties. As a result, the company cautions you that there are a number of factors, many of which are beyond the company's control, which would cause actual results and events to differ materially from those described in the forward-looking statements. These factors are discussed in the company's earnings release, and in its annual report on Form 10-K and its other filings with the SEC. The company disclaims any obligation or undertaking to update forward-looking statements to reflect circumstances or events that occur after the date the forward-looking statements are made, except as required by law. With that, I would like to turn the call over to Jason Lippert. Jason?"
2;scripted;Jason Lippert - Chief Executive Officer;Firm;"Good morning, everyone, and welcome to LCI's first quarter 2019 earnings call. We reported first quarter revenues of $592 million, down 9% compared to last year, representing a sequential improvement from the fourth quarter of 2018. Revenue softness this quarter was impacted by our OEM segment, where sales were down 11% to $532 million, due to lower RV production environment. As a reminder, the first quarter of 2018, was the highest ever production quarter for the RV industry. In spite of this, we were able to substantially outperform the industry in the first quarter of 2019, when wholesale shipments were down 27%, as the industry continues to normalize inventory levels. In this current quarter volume operating environment, our diversification strategy has proven critical and effective. In fact, in the first quarter, we delivered high double-digit growth in our adjacent markets, after market, international markets, together; which now make up about 40% of our last 12 months sales. As we enter the prime retail selling season in the spring and summer, we believe that the channel inventories will begin to move toward more appropriate levels, and should be close to right size, as we enter Q4 this year. In addition, we're expecting OEM production rates to remain relatively consistent with current levels through the end of the second quarter. The long-term outlook for the industry continues to be very positive, with younger buyers spending more of their disposable income on the RV lifestyle. KOA's annual report just highlighted several positive demographics for 2018, including an increase of almost 10 million households from 2014, that are camping households. In addition, they've cited that campers that camp three or more times a year, has increased by 70% in the same time period. Despite near term cyclical challenges, we remain very well positioned with respect to the camping and RV demographics. Despite the difficult industry environment for RV, we have continued to explore content growth opportunities and capitalize on our innovative product offerings. Content per towable RV increased to $3,504, and motorhome content increased to $2,500. Both year-over-year increase is a 6% and 7% respectively. These gains were driven largely by organically through the introduction of new products and continued development and innovation to existing products. Our ability to continue to grow product content in light of the OEMs scaling back across the industry, it's truly a testament to the value of our products at LCI, as well as the strength of our innovation teams. I'm proud of the commitment that our teams have to creating value-add, engineered products solutions that are both functional and innovative. And this commitment to excellence is allowing us to grow industry relationships and win market share. Continued innovation and market share gains in awnings, doors, furniture's, steps, slides, leveling and Furrion products have had the largest impact. At the pace this has been going, I'm confident that we can continue to grow content per vehicle annually over the long-term, no matter what the wholesale environment. In addition to content growth, one of the ways we've been able to outperform the industry is through our continued execution on our diversification strategy as we capitalized on the significant opportunities outside of North American RV customers. As you know, for the last seven years, we have been focused heavily on our diversification strategy and expanding into what we call adjacent industries. I'm pleased to report that we are well on our way to reach our goal of having RV OEM, make up just 40% of our total revenues by 2022. In the first quarter, we continued to capitalize on our growing marine presence. In January, we announced a new branding strategy that will brand all current and future marine products made by both LCI and Taylor Made, under the Taylor Made name, which we feel is unmatched within the marine industry. Throughout our branding discussions, we emphasized how important it was to continue to build upon our legacy of quality, performance, and superior service that the Taylor Made name has become synonymous with. Taylor Made's reputation has steadily strengthen over the last 100 plus years. So combining the excellence in engineering and design, and breadth of products that LCI brings to the table, our marine product lines will continue to grow and evolve. Revenue in our adjacent market category for the first quarter grew 19% year-over-year, illustrating strong growth as we continue to expand in this area. Residential, marine, cargo and equestrian trailers, bus and commercial vehicles, are all markets we are continuing working towards, providing more content with window and glass products, suspensions, seating and mattresses, to name a few. One of the things we've done well over the years, is to modify existing products and move them into industries that are closely related to recreational vehicles. These are several markets that we feel we can have an immediate impact on, based on products that we are currently manufacturing and how well they fit into these new markets. Our aftermarket business continued to grow nicely as well, with revenues rising 20%. We continue to be obsessive about building relationships with dealers and adding significant resources to our warehouses, technical training facilities and training teams, and call center teams. We offer broad, strong technical training programs to dealers in the aftermarket, which we believe is a key competitive advantage over the long-term. In addition, we have a strong technology-driven customer service platform, that we feel have us leading our peers in this area. As we continue to put over $1 billion of RV parts into OEM products each year, we believe the replacement parts business will continue to grow and add meaningful margin to our bottom line. Lastly, our International business grew 49% during the first quarter. Unlocking opportunities in Europe remains an important part of our diversification strategy. We're seeing traction with our new leadership structure in Europe and are continuing to evaluate our organic and inorganic growth opportunities in caravan, marine, and the train or rail markets. The European market looks much like the North American RV opportunity did about 20 years ago, as the supply base is made of many small fragmented suppliers that can strategically be rolled up to create a larger and more strategic supplier with a focus on larger scale innovation to those markets. At the same time, the OEMs can benefit from having more sophisticated supply chain and a larger and stronger partner with innovative products and talented leadership teams. Across all categories, we continue to focus on product innovation. And this is one of the ways we've been able to grow market share and content growth in this low volume environment. Because of our rapid growth, we now have 19 different R&D centers across the company, and we are beginning a company initiative to leverage the teams and talent around R&D and innovation. Innovation and patents developed around existing product lines like steps, awnings, and doors, have produced new products that are nearly untouchable by our competition, while offering our customers never before available features and benefits. We have a few products which we feel could be larger scale, that we're excited about to announce in the launch of early Q4. Though operating margins were lower year-over-year by 110 basis points, they were in line with our expectations for the first quarter and represent a sequential improvement over Q4 2018. The main driver here continues to be the impact of material costs throughout 2018, primarily around steel and aluminum pricing. Because of the pace, we were getting cost increases outpace the rate at which we could successfully put price increases into place with our customers, we felt the effect of these macro factors throughout the last three quarters of 2018. LCI does not make decisions based on short-term profitability. But, rather, decisions are centered in maintaining our strong, long-standing customer relationships. And I believe we've struck the right balance as we navigate this challenging environment. As we discussed on our fourth quarter call, we implemented the most recent phase of our pricing increases, relating to tariff and commodity impact on January 1st of this year, allowing us to capture some of the costs related to tariffs and commodity increases from 2018. From an M&A perspective, we remain committed to exploring strategic acquisitions in a disciplined way, to follow our track record of successful inorganic growth. We have in excess of $1 billion in realistic pipeline of strategic targets that span all LCI diversified markets. We're focused on acquisitions that are immediately accretive with great leadership teams that bolt-on to existing product lines or expand LCI into new products with existing customers or markets. As we have in RV and marine, we feel we're capable of establishing market leadership positions in our adjacent markets, Europe and the aftermarket, through enhanced engineering and innovation capabilities. For example, this last year, we made our largest acquisition to date with Taylor Made, which accelerated our transformation and expansion into the marine markets. Even at the highest revenue on volume point in our cycle, we were able to execute a larger deal, acquiring a strong company with a strong history at about six multiple on EBITDA. As we continue to track along our stated capital allocation goals to invest in the business, reduce leverage, and return capital to shareholders, we remain confident in our ability to find and execute transactions that unlock value for shareholders and accelerate our growth strategy. Last year, with our large investments, coupled with a sudden slowdown in the business, our free cash flow is approximately $37 million. As we're working inventories and CapEx down significantly in 2019, we expect to increase our free cash to over $200 million. In closing, I want to thank all of our teams at LCI, for outperforming in tough industry environment, driving innovation, capturing operational efficiencies, and successfully executing on our diversification strategy. Though we are eager to see the RV shipment environment normalize as we head into the busy season, it's the lower volume quarters in RV that illustrate the strength and success of our diversification strategy, as we are compared to the rest of our industry peers. I'll now turn to, Brian Hall, our CFO, to discuss in more detail our first quarter financial results."
3;scripted;Brian Hall - Chief Financial Officer;Firm;Thanks, Jason, and good morning, everyone. Over the next few minutes, I'll provide additional color regarding the financial results, as well as point out highlights of our cash flows and financial position. Our consolidated net sales for the first quarter decreased 9% to $592 million compared to the prior year. The decline in year-over-year net sales reflected a 27% decrease in RV wholesale shipments, as dealers continue to normalize inventory levels, partially offset by continued growth in the company's adjacent OEM, aftermarket and international markets, as well as new product introductions and continued increases in content per RV unit. Q1 2019 sales to RV OEMs declined 21% compared to the prior year, due to the previously mentioned correction in wholesale shipments. However, we are continuing to see growth in other markets as we execute on our diversification strategy. Q1 2019 sales to adjacent markets grew 19% to $170 million compared to the prior year, while our first quarter aftermarket segment sales increased 20% to $60 million compared to the prior year. And international sales increased 49%. Acquired revenues were approximately $31 million, primarily impacting adjacent OEM and the aftermarket sales. While macro factors such as consumer confidence, interest rates and fuel prices remain favorable for RV retail, the industry continues to be hampered by the dealer overstock and adverse weather. Our sales to RV OEMs continue to outperform the industry due to increases in content per unit. Growth in furniture, awnings and Furrion products, continued to be the key contributors to the increase, partially offset by the continued shift towards more entry level product, which tend to carry less content per unit for LCI. First quarter operating margins were negatively impacted by higher fixed costs absorption on the lower RV sales volumes compared to the prior year, as well as increased material and labor costs. That being said, these operating margins represented a sequential improvement over the prior quarter, as Jason mentioned. Our teams are continuing to implement cost management initiatives, which have lessened the impact of the decline in RV sales on margins for the quarter, including lean manufacturing initiative and increased use of automation. And have been working to continuously manage labor costs while supporting the growth of the business. As the cost of steel and aluminum have continued to decline, our material margins are lagging the market due to the higher inventories built in anticipation of much higher industry output. Improvement in material margin contributed minimally to the sequential quarter margin improvement. We're anticipating margin improvement resulting from the decrease in steel and aluminum to continue through the next two quarters. Non-cash depreciation and amortization was $18.4 million for the first quarter, while noncash stock based compensation expense was $3.7 million. Q1 2019 diluted earnings per share totaled $1.38 per share compared to $1.86 per share in Q1 of 2018. With this decline largely impacted by the year-over-year decrease in operating margin. It is also important to note the excess tax benefit from the vesting of stock-based awards contributed $0.13 per share in Q1 of 2018, compared to only $0.01 per share in the current quarter. We have maintained a strong balance sheet and cash flows over the quarter. Cash generated by operating activities was $53 million, and we reinvested $24 million into the business through capital expenditures. Additionally, $15 million was returned to our shareholders in the form of dividends. With our current leverage position relative to EBITDA of just over one times, we're keeping the business in a comfortable position to continue to take advantage of strategic investment opportunities, both organic and inorganic. That is the end of our prepared remarks. Carmen, we're ready to take questions. Thank you.
4;Q&A;Operator;Operator;Thank you. And we do have a question from the line of Gregory Badishkanian with Citi.
5;Q&A;Fred Wightman - Citi;Analyst;Hey guys, good morning. It's actually Fred Wightman on for Greg. Just to start off, I think in the past you've talked about flat retail being achievable sort of on industry wide level. Can you just sort of talk about if you still think that's on the table and then anything you've sort of seen in March, April or maybe even early May results that would support that?
6;Q&A;Jason Lippert - Chief Executive Officer;Firm;Yes, Fred. Hey, it's Jason. Yes, we've been seeing flat to down a few points. I think that we might today modify that flat to down 5%. We're definitely more toward the down 3% to 5% percent range. April, by all counts on our end and all the different canvassing we've done with dealers and OEMs, retail for March was decent, for April it was decent. And again, historic - compared to historic retail, it's good. But there's no sign that it's going to - that's going to be down further than that right now. But we're going to keep our eye on it and now we're comfortable where it's at right now.
7;Q&A;Fred Wightman - Citi;Analyst;And then I think you'd mentioned OEM output is expected to be consistent through the end of 2Q. Are you guys talking about that on a percentage change basis, or is that actual unit output?
8;Q&A;Jason Lippert - Chief Executive Officer;Firm;Yes, I think when we saw the industry last year start to decline in and around May of last year, so the comps will get a little bit easier as we head into summer or is opposed or as compared to rates in March and April versus May, June. I think we're - we might have another down day or two, maybe three over the next couple of months than what we had last year. But no drastic changes in the next couple months compared to where we're at in March and April, which were more back on track and headed in the right direction.
9;Q&A;Fred Wightman - Citi;Analyst;Then just finally, Jason, I think maybe I misheard you, but in your prepared remarks did you say dealer inventories would be close to rightsized by 4Q? I thought in the release it said 2Q, but maybe I...
