;section;speaker;role;text
0;scripted;Dan Galves - Vice President of Investor Relations;Firm;"Thanks a lot, David, and welcome everyone to Fisker's inaugural earnings call, discussing Q4 2020 results, the 2021 financial outlook and a comprehensive update on the business. Joining me on the call are Henrik Fisker, Chief Executive Officer; Dr. Burkhard Huhnke, Chief Technology Officer; and Dr. Geeta Gupta-Fisker, Chief Financial Officer. One thing before I read the disclaimers, the outlook released today does not assume any impact from the MOU announced with Foxconn yesterday, so keep that in mind. Before turning it over to Henrik, be advised, we will make forward looking statements within the meaning of the federal securities laws. Forward-looking statements generally relate to future events, future financial or operating performance. Our expectations and beliefs regarding these matters may not materialize. Actual results and financial theories are subject to risks, uncertainties that cause -- could cause actual results to differ materially from those projected. These risks include those set forth in the press release we issued earlier today, as well as those more fully described in our filings with the SEC. Forward-looking statements in this presentation are based on information available to us as of today. We disclaim any obligation to update any forward looking statements, except as required by law. We'll reference our financial measures that don't conform to General Accepted Accounting Principles during today's call, including adjusted operating loss, free cash flow. This information may be calculated differently than the non-GAAP data presented by other companies. Quantitative reconciliation of our non-GAAP financial information to the directly comparable GAAP financial information appears in today's earnings release. With that, I'm happy to turn the call over to Henrik."
1;scripted;Henrik Fisker - Chief Executive Officer;Firm;Thank you, Dan. Welcome, everybody to Fisker Inc.'s first earnings call. I'm extremely excited about all the accomplishments we have achieved over the last six months with growth in 2020 and 2021, until now, and it really has, I think, put forward the vision of what Fisker Inc. is and I think really put to life our business model and most people are trying to understand how competitive we really are going to be. What we have completed so far, as we, of course, complete the merger and listed publicly on New York Stock Exchange. We kicked off the Ocean program, completed PPS milestone in November last year. And then we have accelerated hiring. We have about 148 people as of today. And a lot of people we have hired are really amazing talented people, both from within the car industry, but also a lot of people from without the car industry, from the tech industry, for instance. We have nominated dozens of global suppliers. We have nominated our battery cell supplier, which is extremely important, ADAS, as well as domain controllers. Plans -- specification have improved quite a lot and that's something, I think, is really important to emphasize compared to what we showed back in 2020. Daily reservations rate up 400% sustainably since we listed publicly. And we are now at about 12,467 total reservations. In summary, Fisker completed all of our 2020 goals on time and on track to launch the Ocean on time, starting at $37,499 next year. On our business model, we are reinventing the automakers business model in a different way than anyone else. And that alone is creating a competitive advantage versus, both startups and traditional carmakers. The advantages versus traditional automakers is really platform sharing our unique development process that we call FF-PAD, rapid decision-making. I personally sit in engineering meetings, starting from five or six in the morning to late at night. And I do that, because I want to be available for the team to make decisions right there and then with zero theocracy and that is really something that enable us to cut development time in half. It also allows us to make technology decisions within 18 months before we launch the vehicle. And that has already paid dividend in analyzing market segments improving range and acceleration, state-of-the-art ADAS, which we call FI Pilot, and then modern electric architecture. In today's world, locking the product 2.5 to three years ahead of time is just going to lead to obsolete products. So what we're able to do is put the latest state-of-the-art technology into our vehicle, and thereby get ahead of our competitors. One example, by the way would be the battery cells, which we first locked in very recently, and we are getting the latest technology versus we have actually locked them in last year, we would actually have got last generation battery cells. So again, in today's world, locking a product of three or four years before you launch is not going to work in our opinion. So as advances versus startup automakers, contract manufacturing, small markup is nothing compared to on-time SOP, fast ramp up, high initial quality and it allows us to focus on things that matter to the customer. Our relationship with the Magna has been outstanding. They have a long standing experience in producing high quality vehicles. And we have developed with them the Ocean so far to be a high quality vehicle and we can see that -- and we expect our expectation in that area to come true. Let's go to the 2021 goals and objectives. The priorities are Ocean program remains on track and to as a stellar product, building our brand and a reservation growth, kicking off design and development of future vehicles, because you're not a car company unless you have a range of vehicles. And we are planning several new vehicles before 2025. And then priority one is really differentiating Ocean and creating IP. Our talented team, fast decision-making plus supply chain buying has led to improve specifications versus what we originally planned and will turn into a unique FM29 platform filled with Fisker IP. And this was for other models on FM29 platform, in fact, we are already designing and working on the second vehicle on the FM29 platform. To fill in some of the detail in key areas of the vehicle, I turn it over to our CTO, Burkhard, Dr. Burkhard Huhnke.
2;scripted;Burkhard Huhnke - Chief Technology Officer;Firm;Yeah, thank you, Henrik. It's been really pleased with the tenant, we've been able to attract and positive reception from the global supply chain, which I think is due to the capability of our team, our strong balance sheet and our de-risked product strategy. Plus, it's quite attractive to the supply chain to launch their latest advanced technology in 18 months from sourcing, because then they can demonstrate their capabilities to other customers quickly. Who wants to read the contract and wait three years to launch it, that's the old way, and the supply chain is eager for a new process. To be specific on our technology advancements, I will share a few examples. Safety, we are modifying certain areas of the vehicle architecture to enhance crash ratings. We benchmark the competition and are targeting the highest crash performance in our segment. ADAS, FI Pilot, the Fisker Intelligent Pilot is the first system integrating digital imaging radar and one of the first programs to use mobile eyes next-gen camera and chipset. It's run on a single domain controller and integrated by Magna Electronics is spent a lot of time thinking about how to use this hardware to make customers driving experience better. They've come up with a set of industry unique features focused on safety, reducing the annoyances and enhancing entertainment. These features are developed by Fisker software team, and we believe will serve as great platform to monetize software content initially, and over the life of the vehicle. Powertrain, we recently nominated suppliers for battery cell, drive units and powertrain domain controllers, the pricing in line with a much larger OEMs. We're confident, Ocean will blown ray our originally planned specs with a 350 plus mile range for the ultra-long-range version, and start four second, 0 to 60 times for all but the base version. We continue to build out our cloud and machine learning platform to monitor the performance of our powertrain. And we'll use the best data to improve performance over time over-the-air. Speaking of connectivity, the goal is for Fisker Ocean to become a mobile device. We are developing a next generation electrical architecture centered around several domain controllers supporting the major subsystems. That system is connected to the cloud by a 5G data pipeline developed by our edge computing team. The state-of-the-art collection and machine learning to analyze overall system performance to support predictive maintenance and over-the-air software updates to optimize range and performance. And to enable new revenue streams by offering upgrades to features and functions, and integrating third-party services. Notably, the upfront investments we are making these technologies go beyond the Ocean has subsystems like user interface, FI-Pilot, and powertrain applies for future vehicles as well. Overall, I anticipate we will execute sustainable SUV that truly stands out from the competitive landscape we see in 2020. And beyond, and will be profitable at an affordable price. Thank you. I will now turn to Henrik.
3;scripted;Henrik Fisker - Chief Executive Officer;Firm;"Thank you, Burkhard. So our second priority is increase the brand awareness and drive the next wave of reservation growth. I'm really pleased with the uptake we've had in the reservation so far, considering, a lot of these reservations were made two years before we launched the vehicle with pretty much zero marketing dollars. We also have a unique ability to actually go back to our reservation holders, and figure out exactly what they want, who they are, and how we can create a targeted marketing campaign. So for example, we are encouraged by the broad appeal, where 70% of our reservation holders have never owned an EV and over 50% are from non-premium brands. And that really shows the appeal of the Fisker Ocean, we have also found out I would say, unfortunately, or you can say fortunately, however you want to look at it. But we did find out that a majority of the reservation holders are men. And it actually is interesting because it allows us to make targeted marketing towards women, because we actually think, and I personally think that Fisker Ocean is also perfect for women. So we are going to create some targeted marketing in certain areas, which is normally very difficult when you don't exactly know who's interested in your vehicle, or if you don't understand who actually have not ordered the vehicle and why not. But those sorts of things we can figure out. We have a full marketing plan to do all this, and we will obviously not really start that until we start showing our final production vehicles later this year. We have already done a lot of virtual, kind of, online visuals with our Fisker Ocean. And now that we will have the prototypes ready, we want to find the right time as COVID hopefully get over to show our vehicles later this year. Most people might know that we originally have planned around the Los Angeles Auto Show that was going to come here in March, which has now -- sorry, in May, which has now been delayed until November. So I would suspect that there's a good chance our launch will be just before November this year, coinciding with the Los Angeles Auto Show. Branding and product and marketing opportunities in 2021, we are releasing more details on all specifications and trim levels so people are going to be able to actually sit down have some fun deciding which vehicle, which package they want to offer, and also specification, I think, is going to be really exciting to see how competitive they are. We're also going to have a design studio on our app, where you can go in and play around with color et cetera. And then, of course, later when we have our prototypes ready, we also going to let some journalist into the vehicle driving and so that we can get some feedback and everybody can read about how our vehicle performs. That's going to be a very important part of our marketing later this year. And then at the same time, we launched the product. We also launched our, sort of, brand campaign which is really going to be around sustainability, beauty and design. The Hai technology is going to be a given and you will see that as we mentioned more of the specifications for the future. And of course our brand is in line with our ESG goals. And our ESG strategy is a responsible supply chain with the right policies in place. We work with our suppliers on that. And we benchmark the competition to ensure the Ocean is planned fast leading and sustainability. Our aim is still that the Fisker Ocean will be the world's most sustainable vehicle. And our aim is that the vehicles we make in the future will take the lead in sustainability. We got an ESG Director that has -- that had been assigned deliverables. And he is assigning deliverables to each department to make sure that we are adopting and we are measuring the performance. We are adopting the right ways of doing things and measuring the performance as well. And that's something that we're going to be releasing data on at a -- later point in time. Priority number three; drive profitability growth beyond the Ocean, and of course, start production of the Ocean. So the Ocean when we launch it will really have a lot of segment leading features. And this is something where we are very, very confident in our sales predictions of this vehicle. We think is really going to be outstanding in the market segment. We also expect four -- three more distinct models to come to the market by 2025. And they will each go into market segments where we would either really, I think, bust off the market segment or something completely different or maybe even create a brand new market segment. We're not going to make any MI-2 cars. That's not what this goes about. We will have at least one additional model on the FM29 platform, where we will be able to share a lot of common systems and therefore make it very cost efficient as a second model on that platform that of course, we are working together with Magna. We expect that sometime late 2023 or early 2024 that we would have US manufacturing for FM29 platform, and we've already had some discussions with Magna about that as well. And then of course, eventually, you're going to have to work on both sales and assembly in China, I expect that we will be opening up reservations for the Fisker Ocean end of this year in China. It's obviously the world's largest EV market. And it's a very important market that we must enter. And we have clear plans to do so. Additional platforms, including a MOU with Foxconn of course is something that we have always said as part of our strategy. Our strategy has always been to actually have several multiple partners, talking about different platforms for different vehicle segments. And we have announced the second part now Foxconn and we are in constant conversation with other groups about other very exciting projects. And there's something of course that we will talk about when we are ready. But it's always been part of our business model. Finally, we are credible and continue to prove points everything we're doing in 2021. I think that you've already seen how we are on time and you will see later this year, when we start building prototypes, we will prove that we are serious about being on time as a startup and that's something that I personally will make sure. I follow up on every single day in the company seven days a week. I'd like to hand it over now to our CFO."
4;scripted;Geeta Gupta-Fisker - Chief Financial Officer;Firm;"Thanks, Henrik, and welcome everyone. Before going through our results and outlook, I'll take just a minute to discuss my key priorities as a company CFO, and the metrics and performance indicators we are focused on. Number one, we are a team that values the capital we are entrusted with setting aggressive, but reasonable targets and achieving them. We have laid out our 2021 guidance today. And while actual results may differ from those we project, these goals are my personal commitments to all Fisker stakeholders that I will work very hard and relentlessly to achieve. Our executive team is committed to driving a unique culture, a culture of asset light, what things should cost in rapid decision making as Henrik mentioned. I am in daily meetings with both Magna and Fisker teams in our purchasing finance and engineering departments to make supplier selections and drive efficiencies in the overall Fisker Ocean program. This daily deep dives and intelligent decision making is critical in us hitting our bomb targets now, which we believe is the most critical aspect to ultimately hitting our profitability targets. We are working in an extremely methodical manner with Magna Steyr and inviting multiple suppliers to bid on our components, challenging them in a variety of ways, and ultimately selecting the most qualified and cost competitive vendors on a program lifecycle basis. As an executive team, we have to serve the company for long-term success. And we have to think of future products and platforms now. Yesterday, we announced a very exciting partnership with Foxconn. And this is consistent with a partner strategy, which you saw last year. We have a very strong and a deeper relationship with Magna group of company, as you saw in our agreements on equity with Magna international, Magna Steyr on platform sharing and contract manufacturing, and with Magna Electronics on ADAS. Both companies are working tirelessly to meet a joint program deliverables. We also completed the Volkswagen parts insuring agreement for the Fisker Ocean program last year. As a startup, we need to maximize the ROI on our assets. Every day with my finance team, I look at opportunities to make our cash go further and get a multiple return for every dollar we spend. In that spirit, we are exploring other opportunities, such as monetizing a future emission credits, or even licencing the FM29 platform to other potential partners. Let me turn to KPIs. In terms of KPIs, we are committed to a set of goals that will drive long term financial performance that benefits all our stakeholders. Our overall priority KPIs are number one, a stellar product. Number two, build materials that underpins market leading gross margins. Number three, SOP on time. And number four, overall program cost, and in that order of priority. Our near-term focus in terms of external metrics is an operating expenses and capital expenditures. As we get into startup production in Q4 2022 and beyond, volume, average selling price and gross margins will come into focus. However, I want to re-emphasize one more time that the work we are doing today, to achieve those margins is happening every single day with finance, purchasing and engineering teams. As a key benefit of our asset-light strategy is that, it lends to a low overhead. We expect that to flow through into positive operating income and free cash flows in our first full year of production. Now turning to our results and outlook. Our Q4 results were in line with internal expectations at the start of the quarter. Operationally the increase in R&D and SG&A expense in Q4 2020 versus prior periods were primarily a result of the Ocean program gaining momentum in Q4. At the end of 2020, we were 101 employees full time, and as of today, we are 148. We also reported a non-cash gain in changes to fair value of convertible equity security. That security was retired as part of our reverse merger. So we should not see any activity in that line item going forward. I would also like to note that, the first tranche of Magna walls dusted during Q4 2020. We have capitalized $58 million related to that as an intangible asset. Once we start production in Q4 2022 that asset will amortize over the life of the Ocean program within cost of goods sold. Finally, regarding Q4, most of the Ocean program related activity, including scoping, product attributes, identifying key suppliers, and creating an execution plan for long lead components. Our spending was mostly headcount related. If we review our reverse merger announcement in July, we expected a significant amount of supplier related R&D and capital spending to occur in Q4. However, given a much more informed forecast for the program working along with Magna and our suppliers, that spending will now occur in early 2021. Now turning to our outlook. As noted in the press release, we expect overall cash spending to be $450 million at the midpoint of the range, which would consist of an R&D expense of approximately $195 million, SG&A of approximately $30 million and CapEx of approximately $225 million. We expect the cadence of spending to be roughly steady across all four quarters in 2021. Beginning in Q1, our R&D expense will increase meaningfully as we continue to build our internal organization kick-off long lead suppliers and ramp-up payments to third party service providers. The rapid ramp-up of spending in Q1, should give you plenty of confidence that the concept and supplier evaluation work we did in Q4 was successful and the program is now in full execution mode. Finally, we have excellent visibility on Ocean program spending. It is based primarily on supplier nomination agreements and a well defined timeline and highly diligence cost schedule on vehicle integration and production preparations developed in collaboration with our partner Magna Steyr. While we cannot guarantee everything will go to plan, we are highly confident that the many unknowns and risks that all startups face are more limited by Fisker due to our unique business model. This cost in timing visibility sets us far apart from other new EV startups and we expect it will lead to growing investor confidence over time. Finally, we have taken sophisticated program cadence methodologies that established OEM follow and combined it with rapid decision making at each program gateway to reduce cost and time to SOP. This success check our program timing and budgets at all key gateways off the program. As both R&D and production to energy costs is key focus in 2021. I would like to provide some additional color on our 2021 spend. In 2021, spend is driven by three main categories; number one, our engineering headcount; number two, engineering design and development payments for various components and services provided by our suppliers; number three, cost to build new, introduce our vehicles for validation purposes. CapEx consists of tooling for unique parts at supplier facilities and to unique tooling and equipment at manufacturing facilities to produce our Fisker vehicles. Our guidance includes our choice to spend more than originally planned for R&D on specific technologies to make our product more exciting and class leading as Henrik and Burkhard earlier. Importantly, we do not expect the incremental spend will impact program timing or the price and margin structure of interim levels of the Ocean. However, we believe that better than expected performance across several areas enable you know Ocean to stand out from our competitive landscape, supports strong demand, strong mix. And more importantly, we are equipping our vehicles with the right hardware that enables monetizing software enabled revenues generative at the point of sale and beyond. Overall, I'm extremely proud of the entire Fisker team for all the accomplishments over the past six months and the plans we've established to execute a fantastic, profitable process time and on budget. We're now happy to take your questions."
5;Q&A;Operator;Operator;Your first question comes from the line of Mark Delaney with Goldman Sachs. Your line is open.
6;Q&A;Mark Delaney - Goldman Sachs;Analyst;Yeah, good afternoon and thanks very much for taking the questions. I was hoping to start by asking about the new announcement with Foxconn. I believe this, they have been targeting 200000 to 250,000 deliveries by the decade with the majority of that coming from the Ocean SUV. But in the announcement from yesterday, you talked about the potential for the Foxconn relationship alone to be 250,000 units, although I don't think there's a timeframe specified for getting there. So can you help us understand to what extent the MoU with Foxconn may change your 2025 delivery target?
7;Q&A;Henrik Fisker - Chief Executive Officer;Firm;Yeah, this is Henrik here. Thanks for the question. I think it'll have a positive impact on our predictions. You know, this is a program that really has come to life here a little, you know, alongside our original predictions. And I'm really, really excited about it. And if all goes well, which I hope it will, we actually could see us surpassing our original goal of 250,000 by 2025.
8;Q&A;Mark Delaney - Goldman Sachs;Analyst;That's helpful. And maybe, hoping to better understand why Fisker is choosing to collaborate with Hon Hai for the future platform. You mentioned, there's potential other options. I understand Hon Hai is the biggest iPhone assembler in the world. And there's been a lot in automotive components. And the company is expanding into other automotive partnerships. But I don't believe Hon Hai has a lot of experience doing full vehicle assemblies. Maybe you can talk a bit more about what led to this relationship and some of the things that excite you about working specifically with Hon Hai? And then, are there any drawbacks of starting to work with multiple manufacturing partners as opposed to potentially working more exclusively with Magna and perhaps benefiting from some economies of scale by concentrating your manufacturing relationship? Thank you.
9;Q&A;Henrik Fisker - Chief Executive Officer;Firm;Thanks. Well, first of all, as we've always stated, our business model was always about having multiple partners. I think that allows you to go into different segments have different type of innovations happening with different partners. Magna has been a great partner and will continue to be a great partner. We have a lot of plans will Magna that is specifically around the FM29 platform.  When it comes to Foxconn, that's quite a unique deal because Foxconn is also investing into this vehicle. So we're really co-developing this vehicle, that's the number one. Number two. This is not another electric vehicle. This is reinventing the form of mobility for the future. And I think, Foxconn was really set on finding, what they said is almost like the next Apple of cars, what is that going to be? How do we create this sort of momentum, where we think completely different about the automobile. Today, if you think about the automotive industry that box themselves into segmentation. So when a new car comes out, it's clearly stated, it fits in this segment. And if I'm an accountant or designer earning this salary, then I should be driving that car. And if I'm somebody else, I might choose a different car, because that's from the segment.  And what we want to do is we want to create a vehicle, which have nothing to do with these segments, it should be able to be bought by anybody because it is the perfect choice of mobility, specifically in urban areas, and as a commuter vehicle. And that's, that's quite a big task. What's interesting here about Foxconn in this particular area, is that if we want to create a premium vehicle, and we want to have a lot of innovation in it, we have to take costs out somewhere.  And I think that's probably one of Foxconn strengths as being, I believe the largest manufacturer in the world, they got an incredible large supply chain. They believe that they have the ability to take a lot of costs out of an automotive supply chain, having looked at it and investigated it. And that was very attractive to us.  Also, coming from a clean sheet of paper, we really no heritage, I think Foxconn might be the one of the few companies in the world that have not made a car who actually can come up with new ideas of how to make a car in a different way. And I think that's the sort of exciting thing about this project. And because we have several projects, and because we are talking to several different companies, it's not like we're taking the risk of just one company doing one experiment.  However, I feel with this particular vehicle being somewhat of an experience to be quite frank, it's a huge challenge to try and do what we're doing. But I couldn't imagine a better partner than Foxconn to do it because they have been able to take these experiences and experiments in the past. I mean, that's essentially what made them famous that they jumped in and did the iPhone with Apple. So who better to be our partner in a project like that?
