;section;speaker;role;text
0;scripted;Operator;Operator;Good day and thank you for standing by. Welcome to the Fisker Incorporated First Quarter 2021 Earnings Call. At this time, all participants are in a listen-only mode. After the speakers' presentation, there will be a question-and-answer session. Please be advised that today's conference is being recorded. I would now like to hand the conference over to Mr. Dan Galves, Vice President, Investor Relations. Sir, please go ahead.
1;scripted;Dan Galves - Vice President-Investor Relations;Firm;"Thanks, Li. Welcome everyone to Fisker's first quarter earnings call. Joining me on the call are Henrik Fisker, Chief Executive Officer; Dr. Burkhard Huhnke, Chief Technology Officer; and Dr. Geeta Gupta-Fisker, Chief Financial Officer and Chief Operating Officer. Before turning it over to Henrik, be advised, we will be making forward-looking statements within the meaning of the federal securities laws. Forward-looking statements generally relate to future events or future financial or operating performance. Our expectations and beliefs regarding these matters may not materialize. Actual results and financial theories are subject to risks, uncertainties that could cause actual results to differ materially from those projected. These risks include those set forth in the press release we issued earlier today, as well as those more fully described in our filings with the Securities and Exchange Commission. The forward-looking statements in this presentation are based on information available to us as of today. We disclaim any obligation to update any forward-looking statements, except as required by law. We'll reference our financial measures that don't conform to Generally Accepted Accounting Principles or GAAP during today's call, including non-GAAP operating expenses. This information may be calculated differently than the non-GAAP data presented by other companies. Quantitative reconciliation of our non-GAAP financial information to the directly comparable GAAP financial information appears in today's earnings release. With that, I'm happy to turn the call over to Henrik."
2;scripted;Henrik Fisker - Chief Executive Officer;Firm;Thanks Dan. Thanks everyone for joining. I'm extremely pleased with the progress we made in EMotion so far. As I've said many times, we have not used COVID as an excuse to delay anything we're on track for production and deliveries to start in the next year. We completed a major engineering milestone in March this year, which enabled us to kick off tooling and start both test and validation for some key components. The next big milestone is an office and then we will have chassis moved builds complete and that will allow us to do some more testing and fine-tuning. We also will do more - build some prototypes and use over the course of the year, where we started adding more and more production level components. And of course, virtual prototypes for safety validations are also in process and that means that we will have one of the safest vehicles on the road. In fact, we are already working on fulfilling 2023 safety rating for Five Star. So that means if you would buy a vehicle today any vehicle, our vehicle will be safe from the vehicle you would buy today because we really reach for the long-term highest standards. And also engineering powertrain modeling supports our expected range and acceleration, we'll have up to 350 mile range and top vehicle will do zero to 60 in less than four seconds. So we have definitely not only going to be on the target competitors, but that's really a supercar territory for a family SUV, which is pretty amazing for the price we are offering. In terms of certification and homologation, we got a clear and crisp plan in place. I know it's not very exciting, but it's critical for a concurrent launch in both U.S. and Europe. And that's actually something that ensure that we are ready to deliver vehicles both in U.S. and Europe next year, that's pretty unusual. Most car companies start in one market but we're just actually going to do simultaneously Europe and U.S. Our supply chain is a major success story, suppliers are being very selective digging into the products business case is not only about the OEM's name. It's also about the viability of that product. And our strategy is appealing because first of all, we are showing demand confidence. We have growing demand every single day. We get reservations, we're now well over 16,000 reservations and we just see that continuing, in fact, our plan is to accelerate that towards the end of the year. And of course, the fact that we have designed and we deliver a midsize SUV, the fastest growing market segment in the world. I would say you probably have the most compelling design. Our specifications are quite frankly amazing with a type of affordable price we are offering starting at $37,500. And I would actually say, I don't think there's any SUV, electric SUV that has been announced so far coming out, even end of next year, stocks at $37,500 with a type of design and specifications that we will offer. So when some people are saying that we have plans to compare this coming next year, it's simply not true. There's a lot of SUVs coming out, but they're way more expensive, the lesser capabilities and all of the vehicles. And I don't think they really have to design that we have neither. So I think we have a truly unique product. And of course, supply confidence when it comes to confident that Magna will hit volume targets and ramp timing. Why is that important because suppliers will not want to sit with a whole bunch of parts that a company have ordered. If the company is not capable of scaling out fast enough. And I know it sounds very enticing and exciting for an EV startup to go and build their own plant and learn how to manufacture a car, that means if you are two, three or four years into actually scaling up. That means your suppliers, you're leaving them hanging. And this is not something that we're going to do. It's something where our supplies have confidence because they know Magna is a professional automaker and they know how to scale up. And I think that's a very important part of why we get the best suppliers on our side. And then of course, the long-term growth confidence. Let's not forget when you combined FM29 platform and SP20 platform volumes. We probably have one of the highest volumes combinations in the industry. We are talking about several hundred thousands of volumes already now we're seeing suppliers giving us great deals on various parts, the volume also sharing between the two vehicles and future vehicles. Bottom line, we have turned estimates and targets into reality. We have a clear plan in place for all the 1,600 components that goes into a vehicle. Nearly all of the vehicle cost are now based on hard vendor quotes or contracts and support our previously communicated costs, pricing and profitability goals. So we will be profitable with this vehicle, even for the price that we are launching in. And again, that has to do with amazing volume pricing we are getting, direct-to-consumer and just our lean business model. Nearly all of the, sorry, one thing I just want to mention as well is a clear execution plan from now until SOP that are fully supportive and committed by Magna, and all our vendors is another important point while we know we're going to stop deliver of vehicles next year. When it comes to talent, we're now fully in execution phase and have the talent in place to execute. We have over 200 people in the company and they're all of the highest caliber. We do take a little longer to hire people because we wanted the absolute best. And today, there are several hundred Magna engineers. We're going to all behalf as well. Hiring definitely accelerated since January. We added about 10 people per month in Q4 last year and 25 per month so far in 2021. Engineering is in a great place. Now we build out sales and marketing talent, and we've already started to hire quite a lot of marketing people, both here in the U.S. as well as in the EU - in Europe. And as you know, California, it is the best place to attract talent. Now, I feel really good about over 16,000 reservations. One thing just to kind of give a little comparison when the Tesla model S was 18 months, about 18 months before SOP. Tesla had about 3,400 orders, we're about 18 months before SOP and we have 16,000 orders. I think that's pretty amazing specifically if some people say, there's a crowded market out there. And on top of that, particularly if you have barely marketed the vehicle, we really start to ramp up the marketing in November when we show the car at the LA Auto Show where we actually have quite a few surprises which I think will add a lot of extra reservation and interest in the vehicle. We expect our emotional design technology pack, affordable electric SUV can pull from a very broad addressable market. So we've been also out of date, actually own data and sort of basically a survey on our reservation holders. And what we can say is that about 70% of our reservation holders exited driving a gasoline vehicle today, and over 15% drive a non-premium brand and 50% drive vehicle types other than SUVs. And it comes back to my point that we're not just trying to get or hoping to get people out of an SUV and into Fisker Ocean. We're already getting people out of the other type of vehicles, hatchbacks, sedans, and into the Fisker Ocean. And I think that's a huge differentiator in our vehicle. When it comes to our portfolio expansion, we are fully on plan for delivering four different vehicles by 2025. As you might've read it, we had kicked off the PEAR program and completed a binding agreement with Foxconn. This vehicle would be quite unique. It's in great shape for launch in Q4 2023, as we are about 30 months out. And we have already completed exterior design and sourced several key components. This vehicle, by the way, is not just another electric car. This is about creating a revolution. It's about turning everything upside down. We have so many inventions in this vehicle, right from how you load the vehicle. It doesn't have a normal trunk opening. It has a unique way of usability and functionality and interior you have never seen before. The vehicle itself, I think is iconic. I personally think is my best design work ever. And I'm super excited about this vehicle. I think we will easily be able to sell more than 250,000 vehicles of that a year and just wait to see it. It's just amazing. In terms of the last two vehicles for its total plan of, four coming together between before 2025, we actually already have designed the third vehicle and the fourth vehicle will be already in negotiations for something pretty unique about that vehicle as well. So the four vehicles actually are on plan. All right, finally, competition. There's been a lot of talk about competition and there will be quite a bit, no doubt, but it's important to put it in context, new Chevrolet on Friday noon, there will be 12 electric SUVs on the market in the U.S. when we launched the Ocean. And as I said earlier, yes, there will. But a lot of them will be a lot more expensive. They won't look as good. They won't have the type of technology that we have. Let's not forget again. We are inserting our advanced technology into our vehicles this year, because of our very unique development process. That means if you go and buy a Fisker SUV Ocean, next year, you will get newer technology than any other car because any other car you buy next year that technology has already been chosen several years before. So we are very confident that we will have some of the best technology on the vehicle, I'm actually going to showcase some of it in November at the LA Auto Show. Finally, ESG is something that is one of our brand pillars. And we have accomplished our responsible supplier policy. We are closing Q1, will be serving our workforce to assess where our business can be. And we also have a clear framework and we'll kind of come up with some data that I think is going to be quite amazing. We want to be able to quantify what we mean by ESG. Finally, we are deep into a company wide study on evaluating the feasibility of a scientifically-based truly prime and nurtured vehicle over the midterm. And that's something we're going to talk about a little later, but finally - quite frankly, I will challenge anyone to show me a $37,500 SUV that even comes close to the Ocean. And nobody's been able to do that yet when somebody mentioned is not SUV, it's always another market segment. It's quite frankly there's never peer to peer comparison. Anyway, so thanks. And I'll now turn it over to Burkhard, our Chief Technology Officer to provide some more detail on our software efforts and a few other new technical details. Burkhard?
3;scripted;Burkhard Huhnke - Chief Technology Officer;Firm;Yes. Thanks, Henrik. Yes. Software development is a key priority for Fisker, controlling a major customer facing aspects of the weaker software stack is important for several reasons. Let me explain, number one, it allows us to design and execute a seamless easy to navigate user experience that is fully integrated with our mobile app. And then number two, we can add features, improve performance and fix customer annoyances and other issues rapidly for all the - days. I've been in the industry for a long time and car is perfect from day one of production. You must be able to deploy the improvements to vehicles already on the road. Number three, when the identified something that should be changed, we don't want to rely on suppliers to rewrite software, which can take months. We need to own the relevant software stack, the customer can see and experience every day like the user interface and the overall customer experience. And number four, we want to pursue opportunities to monetize product upgrades and other digital data services. So that's the goal. And in order to accomplish that goal, we need to, number one, own the PIPE that delivers the data back and forth from the vehicle. We are building our Fisker software excellence centers with programmers and data scientists in San Francisco, Silicon Valley and n India. This includes the pipeline from the car to the cloud and vice versa over the outdates and edge computing capabilities. So you need to own the cloud where the data is stored. We're building our own Fisker cloud and data scientists, analyzing data sets to continually optimize the net features and functions. So as explained you need to own software and the key domains that impact the customer and partly as to isolate what is important. And we don't design it to write software to control window motors, this is a commodity that supply chain is under control. On the other hand component software infotainment system that speak directly to the customer, you need to own that. Performance update of the polymer train is owned by us, edge computing that controls data flowing in and out of the cloud is owned by us. So finally you need a modern consolidated electrical architecture to efficiently move data around the vehicle. And we have been able to sell speed, multi domain control that's using modernizing and system on chips that suppliers are eager to work with us on, because it's just the future. So we have some advantages, we are small nimble company with very large development partners with interest that helps. We have no cuts or clash between hardware and software engineers, we can pick and choose our staff, for example, our user experience design and software teams are mainly from outside the auto industry. So we make technology decisions [Technical Difficulty] to get the most modern cloud gateway 5G communications, domain controller technology and displays into the pilot car. We still have a lot of work to do, but I'm confident we have a clear plan that our software teams in San Francisco and India are to the task. And we are already experiencing success. We recently successfully proved out the pulses to download software from our cloud and to vehicle domain controllers and onto the mobile app simultaneously. Thanks. And now I'll turn it over Geeta.
4;scripted;Geeta Gupta-Fisker - Chief Financial Officer and Chief Operating Officer;Firm;"Thanks, Burkhard and welcome everyone. I'm really excited to be here today on our second earnings call and report back that our Q1 results were in line with the comments we made on our Q4 call back in February. We display our financial discipline as our various departments executed well as for our spending plan. We're on track to the full year guidance we previously communicated, which did not include any spending on PEAR program. Now with a binding agreement in place with Foxconn, we're adding $30 million to the midpoint about 7% increase to overall spending. Our balance sheet remains extremely strong with $985 million cash and no debt, basically flat versus December 31, 2020 as $89 million of inflows came in from warrant exercises, this incremental cash offsets our Q1 spending. Our current cash reserves are sufficient to fully fund the Ocean program to start a production. And to be very clear, we have no need to raise additional capital in 2021. The predictability of our future business has taken a major leap forward, as we progressively turn what will once estimate for the Ocean Bill materials, engineering, test and validation spend into actual contracted costs. This includes sourcing activities as well as a well defined timeline and a highly diligent cost schedule for vehicle integration and vehicle assembly. What we have done as institute a very robust sourcing courses at Fisker that I lead in collaboration with our engineering and purchasing teams, both the Fisker and Magna and now at Foxconn, our new partner. Prior to sending our RFQs, we have a clear concept and specification for each part and our cost analytics team has worked with engineering to target what the particular component should cost. This benchmarking activity starts long before sourcing and continues throughout the entire project life cycles. Using these financial models, we are well prepared to have in-depth discussions with our suppliers about the input and production costs for each component in our work to convert these supplier quotes into serial contracts, as wanting engineering, purchasing, purchasing quality and finance engages with our supply base to ensure timing, cost, ESG and quality targets are met simultaneously. As of our last engineering milestone in March that Henrik talked about, we have suppliers identified for 100% of parts, including all the ocean derivatives. We have established a plan for each part to support testing and validation activities, which are boring, but very necessary. We are now well underway in the process of awarding zero production contracts with over 60% of the part count, representing more than 1,000 parts and well more than that by dollar value, I look for the source or in the negotiation phase. We will share more information on key suppliers during the course of the year. Overall on the bond side, we now have high visibility in achieving the previously communicated BOM estimate with opportunities identified by our teams to drive that even lower. We are particularly excited about our cost position on batteries. Once an agreement is reached on localized PEAR production, we will share more details around our favorable position on batteries and our supplier partner. Assembly and logistics have also gained visibility. And there are levels that are consistent with estimates we discussed back in July, 2020, when we announced our business combination. Overall, we are in a great place as a high majority of Ocean costs are now based on competitive vendor hard quotes, purchase orders or contracts. Switching gears. I want to highlight the cashless warrant exercise we executed in March and April. The choice to only allow cashless exercises mitigated dilution to our shareholders by 2.5 points and also signaled confidence in a balance sheet, future spending plans and access to capital. Finally, we are very excited to have reached a binding agreement that Foxconn to develop a second platform, FP28 with the initial vehicle launching in third quarter 2023. Both companies have tremendous resources to contribute to the program in terms of human capital, intellectual property and existing supply chains. Beyond the PEAR product itself, this relationship has a very positive impact on Ocean and FM29 platform in several ways. Let me highlight these to you. Number one, we at Fisker have already built an organization that is focused on vehicle affordability and corresponding supply chain that's supports an affordable cars BOM. This means there are many relevant synergies between Ocean and PEAR platforms. Number two, the Ocean and PEAR program have a great opportunity to share several components and subsystems, such as domain controllers, control units, batteries, displays that we talked about today, connectivity and various other hardware. And this is only possible because the Ocean was already designed with affordability in mind, once several other startups that are looking at very expensive products and have an organization, that does not think about vehicle affordability. Companies that design $100,000 cars have very limited opportunities to share own parts of bill of materials with an affordable C segment vehicle, the culture that we are infilling at Fisker. Number three, a deep supply chain and relationships on the Foxconn side are already been improved for our Ocean program. Our nomination of Sharp that we announced this morning for an extremely unique display was a major win that would have not happened without the Foxconn relationship, and it's a great example of component sharing between two different platforms and vehicles. We have also gotten assistance from Foxconn on chipset sourcing, which is obviously a very critical component in our current environment. Number four, we now have an opportunity to drive additional cost reductions for the Ocean program throughout volume sourcing due to the added volume of PEAR, the close timing with these two launches at the end of 2022 and the other one at the end of 2023, and simply the long-term volume opportunity to suppliers of being awarded on those two separate programs. This is going to be one of the most innovative automotive programs and we are inviting suppliers to participate now; today. Before quickly running through results and guidance, I just wanted to remind everybody of the KPIs that everybody at Fisker is focused on and are measured by. Our overall priority KPIs are number one, a stellar product; number two, our bill of materials that underpins market-leading gross margins; number three, started production on time and number four overall program costs and in that order of priority. These are what my performance metrics are based on as well, as well as every single team member at Fisker. And we remind all our suppliers and partners of these key KPIs that drive Fisker. Now turning to our results and outlook. Our Q1 results were in line with internal expectations and the commentary we provided on the last earnings call. Operationally the increase in R&D versus Q4 2020 was primarily the result of increased headcount and initial kickoff with many suppliers that drove initial engineering design and development spending. The reduction in SG&A expense versus Q4 2020 was the result of non-recurrence of onetime costs incurred in the prior quarter due to closing of our business combination. We also reported a non-cash expense associated with the public and private boards. I just want to remind everybody that our net loss totaled $176.8 million and $0.63 loss per share, however, excluding $145.2 million non-cash non-operational loss, reflecting changes in fair value or convertible equity securities and embedded derivatives our net loss actually totaled $31.6 million, a $0.11 loss per share. As of April 2019, these public and private bonds were fully retired and being listed. So we should not see any of this activity in that line item going forward. Our capital expenditures rose meaningfully in Q1 2021 to $66 million versus $0.5 million in Q4 2020, again in line with expectations as you began meaningful capitalized spending on the Ocean platform. Finally, we also reported some revenue from exciting merchandise sales, but I want to remind while the analyst is not material and we do not recommend any analyst spend time podcasting it, as we see this as a critical marketing tool and a critical tool for our fans, but we do not see it as an important aspect of any revenue. It is an important aspect for brand building and engagement with our customer base. Turning to our outlook. As noted in the press release, we are adjusting the midpoint of our guidance for overall cash spending by $30 million to the high end of the prior guidance. The guidance now includes estimated spending on project PEAR, which the prior guidance explicitly did not include. We expect the balance of this year's aggregate spending to be roughly steady across the remaining three quarters of 2021. SG&A should moderately increase sequentially due to higher headcount. R&D spend will be a bit heavy in Q2 and Q3 than Q4, due to timing of incremental supply ED&T and a prototype testing and validation program. We would expect CapEx to be somewhat lower in Q2 than in Q1. Now, specifically on the PEAR program, we are using existing resources to design and develop the program. To be very specific, this is our current human capital that Henrik highlighted in his remarks, and intellectual property that Burkhard highlighted, we've developed alone or in collaboration with suppliers. The timeline compare is similar to where the Ocean was last year in the second half of 2020, last year leveraging existing assets and resources that we developed over the last year, so spending in 2021 is modest. Overall, I'm extremely proud of the entire Fisker team for all the accomplishments we have in 2021 and the plans we've established to execute a fantastic profitable product on time and on budget. We'll now have to take your questions."
5;scripted;Dan Galves - Vice President-Investor Relations;Firm;Could you queue up the analysts?
6;Q&A;Operator;Operator;Certainly. Your first question comes from the line of Adam Jonas from Morgan Stanley. Your line is open
7;Q&A;Adam Jonas - Morgan Stanley;Analyst;Thanks and good afternoon, everybody. So Geeta, I caught a comment, I might've misheard you, when you said that you were moving into contracts for 60% of the parts on the Ocean, and I think you said that represents over 1,000 parts. How many parts are in this car?
8;Q&A;Geeta Gupta-Fisker - Chief Financial Officer and Chief Operating Officer;Firm;Over 1,600 parts, Adam, that includes obviously all the systems and they may have additional substance, but it's about 1,600, including subsistence.
9;Q&A;Adam Jonas - Morgan Stanley;Analyst;I'm curious how that compares to other vehicles, you think that it would be going up against in terms of complexity, it seems like a very low number, although I know there is some definitional noise.
