;section;speaker;role;text
0;scripted;Operator;Operator;Good morning and welcome to Nikola Corporation's Fourth Quarter and Full Year 2021 Earnings Call. We begin today's call with a short video presentation followed by management's prepared remarks. As a reminder, this conference is being recorded. It is now my pleasure to introduce Nikola's Chief Legal Officer, Britton Morgan. Thank you, Britton. You may begin.
1;scripted;Britton Morgan - Chief Legal Officer;Firm;Thank you and good morning, everyone. Welcome to Nikola Corporation's fourth quarter and full year 2021 earnings call. With me today are Mark Russell, Chief Executive Officer of Nikola and Kim Brady, Chief Financial Officer. During today's call, we will share our views on the business environment and our financial results for the Q4 2021 and our outlook for Q1 and the full year 2022. The press release detailing our financial results was distributed a little after 6 a.m. Pacific Time this morning. The release can be found on the Investor Relations Section of the company's website, along with presentation slides accompanying today's call. Today's presentation and Q&A includes certain forward-looking statements within the meaning of the Federal Securities laws. Forward-looking statements are predictions, projections and other statements about future events based on current expectations and assumptions and as a result are subject to risks and uncertainties. Many factors could cause actual future events to differ materially from the forward-looking statements in this communication. For more information about factors that may cause actual results to materially differ from forward-looking statements, please refer to the earnings press release we issued today as well as the risk factors section of our Annual Report on Form 10-K filed with the Securities and Exchange Commission in addition to the company's subsequent filings with the SEC. Forward-looking statements speak only as to the date they are made. Readers should be cautioned not to put undue reliance on forward-looking statements. We will now begin a brief video presentation, which will be followed by prepared remarks from Mark Russell and Kim Brady. [Video Presentation]
2;scripted;Mark Russell - Chief Executive Officer;Firm;What an extraordinary year we had in 2021. As you saw on the video, we got manufacturing facilities completed on two continents. We delivered the first Tre BEVs to customers, significantly expanded our sales and service network, and added more strategic partnerships for hydrogen production hubs, distribution and dispensing. It was a great day just this last December 17, when we delivered the first two Nikola Tre BEVs to one of our great launch partners in the Port of Los Angeles and Long Beach TTSI. The trucks are performing extraordinarily well. They have completed 200 plus mile journeys on a single charge and they have run routes ranging from nearby Long Beach all the way to Fontana, with 98% uptime so far. TTSI tells us that no other battery electric truck they have tested has gone thus far on a single charge. The range and reliability of the Tre BEV is a testament to the capability and dedication of the extraordinary engineering and manufacturing teams we have here at Nikola. The official start of our series production is scheduled late next month and we are looking forward to delivering revenue generating trucks starting in Q2. We produced 30 pre-series Tre BEVs on the line in Coolidge, Arizona during the fourth quarter, but because of constraints in the supply of battery components, e-axles, displays or chips, only 11 of these vehicles have been commissioned and released to customers or Nikola's public road test fleet so far. The remaining 19 trucks are staged off the end of the production line and are waiting for production spec component or for final commissioning. As soon as we complete commissioning, we can release these trucks to the customers and dealers who are anxiously waiting for them. Just to be clear, all production line work on these remaining pre-series trucks is complete. They are off the end of the line. Completing the remaining commissioning of these trucks is straightforward offline work and it won't conflict with the March 21 start of series production on the line or the delivery of saleable production trucks in the second quarter. Turning to the Tre FCEV, as you know, during the third and fourth quarter of 2021, we completed 7 Tre FCEV alphas, 5 in Coolidge and 2 in Ulm, Germany. We are pleased with the momentum of the Tre FCEV and validation testing. Two vehicles are with Anheuser-Busch in Southern California as part of a 3-month pilot program there, including an unprecedented zero emission zero-carb beer delivery on February 11 in conjunction with this year's Super Bowl at SoFi Stadium. AB has long been committed to reducing its emission by 25% across its U.S. value chain by 2025. And we have been honored to partner with AB in achieving their extraordinary commitment to sustainability. After completing the pilot program with AB, we will continue pilot testing with TTSI in the Port of Long Beach with FCEVs and from there with other customers. Validation of the alpha fleet will continue through the rest of the year. In Q2, we will be building beta versions of the Tre FCEV, which will incorporate ongoing improvements learned from continuing testing with the alpha fleet. Beta vehicles will start their validation in both the U.S. and in Europe in the second half of 2022 and continue in the first half of 2023 and then Tre FCEV series production is scheduled to start in the second half of 2023. We are very pleased with the growth of our Coolidge manufacturing facility, where we are operating in the first phase and shortly will expand into the next phase giving us production capacity of 2,500 trucks for the year 2022. We have already begun work on the next phase expansion, which is expected to be complete by the first quarter of 2023. At that time, the plant will have a production capacity of 20,000 trucks per year on two shifts. We are similarly pleased with the ramp-up of our joint venture manufacturing facility in Ulm, Germany. The plant there has a production capacity of 2,000 vehicles per year with the ability to expand that up to 10,000 per year. The 25 Tre BEVs that will be delivered to the Hamburg Port Authority by the end of 2022 will be built in Ulm. During Q4 2021 and in January 2022, we have made additional customer announcements, including an LOI with Heniff Transportation Systems for up to 100 Tre BEVs through our dealer network, Thompson Truck Centers, an LOI with USA Truck for up to 100 BEV trucks also through Thompson Truck Centers, an LOI with Saia LTL Freight for up to 100 BEV trucks, an LOI with Covenant Logistics Group for up to 50 trucks, 10 BEVs and 40 FCEVs. In total, we have entered into contracts, LOIs and MoUs for 1,385 trucks comprising 375 BEVs and a 1,010 fuel cell trucks led by our longstanding agreement with Anheuser-Busch for up to 800 FCEV trucks. Under the terms of all these agreements, we anticipate continued success in pilot operations will result in binding purchase orders. Turning the government incentives, which influenced customer demand and certainly have the potential to accelerate the transition to zero emission vehicles, on January 13, we announced that Nikola Tre BEV was ruled eligible for the HVIP incentive program by the California Air Resources Board. This means that Nikola Tre BEV buyers can qualify for up to $120,000 incentive to reduce the vehicle's upfront costs. In fact, it's up to 150,000 in the case of drayage trucks in the ports and we are working to educate our dealers and customers on which of these incentives are available by state when they are purchasing a Nikola vehicle. Additional states are considering in passing legislation to incentivize zero emission vehicle purchases as well as charging and refueling infrastructure development incentives. For example, the state of New York has a pending voucher program that could be worth up to 185,000 per vehicle and we have already submitted an application for that, which would make the Tre BEV one of the first heavy duty trucks on their approved vehicle list. Our commercial and government affairs team diligently monitors federal and state incentives and works with policymakers and helps accelerate the inevitable transition to zero emission vehicles. In response to customer needs for charging solutions, Nikola has developed a mobile charging trailer, or MCT, that allows fleets to charge their BEVs with maximum flexibility. With Nikola's MCT, police can charge their vehicles at their depot or in the field with alternative power. Charging infrastructure is one of the key challenges we face when considering BEVs. And in the first quarter of 2022, we sold and delivered 6 MCTs to dealers and we have received purchase orders for 6 more units so far. On January 18, 2022, we entered into a long-term supply agreement with Proterra for battery modules and packs, including cells for both our BEVs and our FCEVs. We expect to receive prototype packs in Q2 from Proterra and production packs for the Tre BEV by the end of the fourth quarter. Our supply chain team continues to diversify our supplier base and build more robust supply chains as we ramp up production. On January 20, we announced our partnership with core centric fleet funding solutions to help facilitate Nikola vehicle sales. The agreement allows Nikola and its dealer network to reach more customers by providing a financing solution to dealers and customers who may not otherwise have a financing option. On December 21, 2021, we confirmed our settlement with the SEC and will pay the SEC a $125 million civil penalty in five installments over 2 years. We made the first of these payments in December. As we have shared before, the company has already taken action to seek reimbursement from Trevor Milton for costs and damages in connection with the matters the SEC investigated. 2021 was also a great year for our energy business. We continued to establish strategic partnerships to build our hydrogen refueling production, distribution and dispensing network. We anticipate adding additional hydrogen refueling ecosystem partners. And we also look forward to announcing breaking ground and commencing construction of our first hydrogen production hub and station locations later this year. We are pleased with the progress we made in 2021 and so far in 2022. And we are thrilled with the prospects in front of us this year and beyond. I will pass it over to Kim now to take you through the numbers.
3;scripted;Kim Brady - Chief Financial Officer;Firm;"Thanks Mark and good morning, everyone. Let's begin with our 2021 results. Our operating expenses came in at the low end of our guidance range for the year and certain hydrogen infrastructure capital expenditures were deferred to 2023. We remain disciplined in spending and capital allocation decisions. Our net loss for the year was $690.4 million and on a non-GAAP basis, adjusted EBITDA totaled negative $302.7 million. As Mark previously mentioned, in Q4, we have built 30 Nikola Tre BEVs and 5 trucks were fully commissioned for customer delivery and R&D testing and road mileage accumulation. Two demo trucks were recorded as assets on the balance sheet and the remaining 3 R&D trucks were expensed. In the fourth quarter, net loss was $159.4 million. And on a non-GAAP basis, adjusted EBITDA totaled negative $90.4 million. Adjusted EBITDA excludes $153.7 million in stock-based compensation; two, $12.2 million for regulatory and legal matters, which include legal, advisory and other professional fees incurred in connection with the DOJ and the SEC investigation; and three, $2.3 million in depreciation and amortization. Basic and diluted net loss per share for the quarter was $0.39. Basic and diluted non-GAAP net loss per share was $0.23. Research and development expenses were $91.2 million, including $9.2 million of stock-based compensation expenses. R&D expenses consist of costs incurred in developing, building, testing and validating Nikola Tre BEV and fuel cell trucks. SG&A expenses were approximately $71.5 million, including $44.5 million in stock-based compensation and $12.2 million in legal and regulatory cost. Turning to the balance sheet, we ended the fourth quarter with $522 million of cash and cash equivalents, including restricted cash balances. In addition, we also have approximately $436 million of available liquidity through our two equity lines, with Tumim providing us with roughly $958 million of total liquidity as of 12/31/2021. Our capital expenditures totaled $179.3 million year-to-date and are comprised of the construction of our Coolidge Greenfield manufacturing facility, equipment purchases and supplier tooling related to Tre Bev production. We ended the quarter with approximately 413.3 million shares outstanding. Weighted average shares both basic and diluted for the fourth quarter were about $407.4 million. Our headcount, inclusive of accepted offers, as of December 31, was 905 employees. Moving to our Q1 2022 guidance, we plan to build and commission 8 to 10 pre-series Nikola Tre BEVs in Q1. We are purposely limiting the production of pre-series vehicles since they are not saleable and will be used as demo and pilot testing vehicles. Besides, critical components will become more readily available in the second half of the year. As such, Q1 pre-series trucks will be recorded on our balance sheet as assets. Estimated R&D expenses for the first quarter is in the range of $77.5 million to $82.5 million, which includes approximately $10.25 million of stock-based compensation. SG&A expense ranges from $72.5 million to $77.5 million, including roughly $47.75 million of stock-based compensation. CapEx for the first quarter is in the range of $117.5 million to $122.5 million. At the end of Q1, we anticipate having approximately 419 million shares outstanding and the weighted average shares outstanding of $415.3 million. Now, to fiscal year '22 guidance, we expect to deliver the first saleable production Tre BEVs to customers in Q2. Our delivery commitment for the full year is 300 to 500 trucks with anticipated revenue of approximately $90 million to $150 million. The full year gross margin is expected to be negative 75% to negative 60% due to low production volume and the high cost of battery cells and packs. As we ramp up production volume and have a second pack supplier in place, including potentially in sourcing some models and packs in 2023. The gross margin for Tre BEV is expected to improve steadily and should ultimately get into positive territory in 2023. Estimated R&D for the full year 2022 is $295 million to $305 million, which includes $47 million of stock-based compensation. SG&A for the full year '22 is expected to be $305 million to $315 million, including approximately $194 million of stock-based compensation. Capital expenditures for the fiscal year 2022 range from $295 million to $305 million. Our capital investment plans include Phase 2 Coolidge manufacturing facility and associated manufacturing equipment, supplier tooling, hydrogen infrastructure, fuel cell engineering equipment and other CapEx. In light of the current market volatility and uncertainty, we will be highly disciplined in our spending, including careful consideration of the timing of capital expenditures. We plan to finance manufacturing equipment rather than paying with cash whenever possible. At year end, no additional capital is raised and we fully utilize our equity line of credit with Tumim, our anticipated cash balance will be approximately $225 million to $250 million. We plan to make sure we always have adequate liquidity to fund the next 12 months of operations throughout 2022. We will monitor the equity capital markets closely and raise additional capital when appropriate in 2022. We estimate total shares outstanding at the end of 2022, up about $461.6 million and weighted average shares for the full year ending December 31, 2022 of approximately $435.6 million. This includes estimated employee stock option exercises, restricted stock unit distributions and estimated purchase notice issued to Tumim Stone Capital LLC. Next, we would like to provide some insight into the supply chain constraints concerning our guidance. Supply chains limit what we can produce and deliver. We are not only confirming and validating our suppliers' delivery date, but also addressing their Tier 2 and Tier 3 supply chain constraints. Based on our current visibility, the availability of critical components is skewed towards the second half of the year and the quantity that suppliers have confirmed is not the same for critical components. However, in the spirit of transparency, we have a line of sight for critical components and can confirm the following quantities. Battery cells to build 500 Nikola Tre BEV trucks. We are working with our supplier for additional cell allocation in the second half of 2022. Battery packs to build 300 to 500 Nikola Tre BEVs. This is dependent on the suppliers' battery model chips, manufacturing execution and improving the yields to meet Nikola's production schedule. We are closely working with the supplier to optimize the output, electronic control module chips and subcomponents to build more than 500 Nikola Tre BEVs chasing down and securing microprocessors have been incredibly challenging, but we believe the chip constraints will start to ease a bit in the second half of the year, displays to build more than 500 Nikola Tre BEVs, e-axle to build more than 500 Nikola Tre BEVs the suppliers adding a second and third shift to meet our volume, and inverters to build more than 500 Nikola Tre BEVs. To be clear in today's environment, there is no guarantee when it comes to the ETA for critical components. It remains very fluid and we are vigilant and paranoid meaning confirming double checking and verifying, trying to navigate the power shortages everyday and not cause delays to the serious production of trade BEV build schedule. We plan to provide supply chain status updates of key components each quarter. We have also intentionally strengthened our supply chain team with new and existing leadership, which has led to greater focus and better execution. Our top priority is ensuring we have critical components available for Tre BEV startup production and Tre fuel cell beta build. Contrary to what has been erroneously reported in the press, we have been and will continue to hire strategically for important supply chain and other roles. Broadly speaking, we anticipate our headcount will increase from 905 employees at the end of 2021 to approximately 1,300 to 1,400 employees by the end of 2022. Many investors have asked the best way to gauge Nikola's progress in 2022. We suggest you pay attention to and closely monitor our milestones. They are as follows: one, deliver 300 to 500 production Tre BEV trucks; two, successful pilot testing of Tre fuel cell alpha trucks with AB and TTSI and others; three, build, validate and test Tre fuel cell electric vehicle beta trucks; four, announce location, break ground and commence construction of the first hydrogen production hub in Arizona; five, announce two or more dispensing station partners in California. This wraps up our prepared remarks. We will use the remainder of the time to address your questions. Operator, please open the line."
4;Q&A;Operator;Operator;Thank you. Thank you. Our first question is from Jeff Kauffman with Vertical Research Partners. Please proceed with your question.
5;Q&A;Jeff Kauffman - Vertical Research Partners;Analyst;Thank you very much. And thank you as well for all of the detail today, very, very helpful. I just wanted to ask you now that we have trucks in customer's hands and they are running on the highway driven by customers, not your own people on the test track. I was just kind of curious what you are discovering about the trucks, the feedback on the vehicles, what needs to be retuned? What are some of the positive surprises that you are discovering? I know you mentioned the range on the trucks going to Fontana? And then secondly, how are your discussions with customers starting to change, where you are further into now we have got battery electric trucks that are real that we can put in your hands. And I think customers are moving up the learning curve as well on BEV. So, just wondering if you could address those topics?
6;Q&A;Mark Russell - Chief Executive Officer;Firm;Thanks, Jeff. That's a great question. For several years now, we have been using prototypes and specs to talk to customers. And so, it's - we have just been looking forward to this for so long to actually have the trucks in customer hands and have them running them everyday. And as you said that the most important thing that we are getting verification of both with the fuel cell alphas and with the battery electric vehicles, those pre-production - pre-series production vehicles is the range. Range is paramount. And the reason we build a fuel cell vehicle is because the battery ranges is restricted. We think we have the longest range battery truck out there today that we know of, with the highest battery capacity. And TTSI has already told us that they test every truck they can get their hands on. By their count, they have tested approaching 20 trucks, different trucks and they have never seen one with a range that this one has. They have already run this truck further than they have ever run any other truck. And of course, on the fuel cell side, the trucks that we are running everyday with Anheuser-Busch on regular public roads, regular workloads everyday, those made the run from Phoenix to Los Angeles with fuel to spare and of course that trucks designed to go up to 500 miles and the battery trucks designed to go up to 350. And that's absolutely critical, because it ranges everything in commercial - basic commercial transportation. Of course, they have to also be reliable. TTSI so far is reporting a 98% uptime and that's the kind of uptime you need for a commercial truck. They have to be available all the time. Because when they are not moving, the operator is not making money. So, the uptime has also been very important and has been very good so far. And then we get to the driving characteristics. And so far, the driving feedback is very positive. This truck has a relatively tight turning radius. Compared to most trucks, it's got great visibility compared to most North American trucks. And it's got great torque and power characteristics. We have a lot of - one of those common feedbacks we get from drivers is I don't even - I can't even tell there is a trailer on, which of course is not the case with a diesel truck. So quiet, clean, of course, this comes with the territory with zero emission vehicles. And we get that feedback as well comfortable. Now, they enjoy that the driver interface that the power electronics and information that they get in the cab and crushes the comfort, comfort of the cab as well. Those things are all important to us. And we want the drivers to be happy and enjoy operating the trucks and to have good feelings about the trucks. And so far, they all love them.
7;Q&A;Jeff Kauffman - Vertical Research Partners;Analyst;Okay. And then discussions with customers as your customers are climbing the learning curve and now you have real vehicles out there they can get their hands on how are those conversations changing?
8;Q&A;Mark Russell - Chief Executive Officer;Firm;Well, they have - we have always had great customer conversations. If you come to a customer and say hey, I can replace your diesel truck with a zero emission truck perform the same mission you are performing today. And we have a target to match your current cost of own - total cost of ownership. That's a proposition that everybody in the world is interested in, of course. But can you do it? Can you actually prove it? And that's where the conversations are changing, because now we have got the real trucks on the road, hauling real customer loads on public roads. And it's proof in their face. So, it does change the conversation, because there is a lot of people just waiting for this solution to be out there and prove it and the more we prove it, the more those customer conversations change and the more momentum we expect to see in the marketplace.
9;Q&A;Jeff Kauffman - Vertical Research Partners;Analyst;Okay, thank you and congratulations.
