;section;speaker;role;text
0;scripted;Operator;Operator;Good morning and welcome to PACCAR Second Quarter 2019 Earnings Conference Call. Today's call is being recorded and if anyone has an objection they should disconnect at this time. I would now like to introduce Mr. Ken Hastings PACCAR's Director of Investor Relations. Mr. Hastings, please go ahead.
1;scripted;Ken Hastings - Director of Investor Relations;Firm;"Good morning. We would like to welcome those listening by phone and those on the webcast. My name is Ken Hastings PACCAR's' Director of Investor Relations. And joining me this morning are Preston Feight, Chief Executive Officer; Harrie Schippers, President and Chief Financial Officer; and Michael Barkley, Senior Vice President and Controller. As with prior conference calls we ask that any members of the media on the line participate in a listen-only mode. Certain information presented today will be forward-looking and involve risks and uncertainties including general economic and competitive conditions that may affect expected results. For additional information please see our SEC filings in the Investor Relations page of paccar.com. I would now like to introduce Preston Feight."
2;scripted;Preston Feight - Chief Executive Officer;Firm;Good morning. Harrie Schippers, Michael Barkley and I will update you on PACCAR's excellent second quarter results and business highlights. First and foremost, I am very proud of our exceptional employees. We're passionate about providing our customers, the highest quality, highest performing trucks and services in the world. I also want to thank those analysts who participated in our investor conference in New York in May. The PACCAR team appreciated the opportunity to provide an update on our business. PACCAR achieved record quarterly sales and financial services revenues of $6.6 billion and excellent net income of $620 million resulting in a 9.3% after tax return on revenues. PACCAR Parts generated record revenues of over $1 billion and record pretax profits of $211 million. Parts revenues increased 6% and profits grew 8% compared to the second quarter of last year. PACCAR achieved robust Truck, Parts and Other gross margins of 14.8%, driven by record truck deliveries, aftermarket parts demand and strong operational performance. PACCAR delivered a record 52,300 trucks during the second quarter, 13% higher than the second quarter of last year. This reflects increased build in North America, partially offset by lower build in Europe. The US and Canadian Class 8 industry backlog remains high. Kenworth and Peterbilt's 2019 production schedules are substantially full with customers ordering trucks for delivery in the first half of next year. In Europe, DAF has achieved an excellent year-to-date market share of 16.7% and the DAF XF was honored as the fleet truck of the year in the UK. PACCAR continues to provide excellent annual operating margins resulting in strong operating cash flow for distribution to shareholders and for reinvestment in future growth. PACCAR declared second quarter dividends of $0.32 per share and first half dividends of $0.64 per share. First half dividends were 21% higher than dividends declared in the same period last year. The company has delivered annual dividends in the range of 45% to 55% of net income for many years and has paid a dividend every year since 1941. PACCAR has increased its quarterly dividend an average of 11% per year during the last 20 years. We repurchased 345,000 shares of stock during the second quarter with a $484 million remaining in the current Board of Directors authorization. PACCAR is investing in future growth with capital expenditures of $675 million to $725 million and R&D expenses of $320 million to $340 million this year. These investments will fund enhanced aerodynamic truck models, integrated powertrains, zero emissions electric and hydrogen fuel cell technologies, advanced driver assistance systems and truck connectivity. We are also enhancing our manufacturing and distribution facilities. At the Kenworth Chillicothe, Ohio truck factory we added a new robotic cab build cell and are constructing a new state-of-the-art paint facility, which will lower operating costs, enhance quality and increase capacity. To meet increased customer demand for the popular PACCAR MX engine, we're adding machining and assembly equipment in the Columbus, Mississippi engine plant. We recently opened two global software R&D centers, one in Kirkland, Washington and one in the Eindhoven, in The Netherlands. These centers will accelerate the development of embedded vehicle software and PACCAR connected vehicle solutions for our customers. In the third quarter, truck delivery will be higher in North America due to higher build rates and lower in Europe, reflecting the normal three week summer shutdown. Global deliveries will be 5% to 7% higher than the third quarter of last year. We forecast third quarter gross margins for Truck, Parts and Other to remain strong and be in a range of 14.5% to 15%. 2019 will be another outstanding year for the company. Harrie Schippers will now provide an update on truck markets, PACCAR Parts and PACCAR Financial Services.
3;scripted;Harrie Schippers - President and Chief Financial Officer;Firm;Thanks, Preston. US economy is in good shape, helped by a strong job markets, growing wages and increased business investment. Freight tonnage has grown a healthy 4.4% year-to-date. We've raised our estimate of US and Canadian Class 8 truck industry retail sales to a range of 300,000 to 320,000 vehicles this year. We're in a period of robust customer demand, demonstrated by the historically high backlog, truck production levels and retail sales. The US and Canada Class 8 backlog was 188,000 trucks at the end of June. Kenworth and Peterbilt's backlog represented 36% of the industry. We are raising our European above 16 tonne market projection to a range of 300,000 to 320,000 vehicles this year. The European economies are growing at a lower rate than last year. PACCAR delivered record first half net income of $1.25 billion. PACCAR Parts achieved record first half revenues of $2.30 billion  and record pre-tax profits of $418 million. PACCAR has steadily increased its truck and engine market shares over the years, resulting in a greater number of PACCAR trucks and engines in operation. This large and growing Kenworth, Peterbilt and DAF truck part has driven 8% annual PACCAR Parts revenue growth over the last 15 years. This generates consistent higher margin profitability in all phases of the business cycle. We continue to invest in the parts business with new parts distribution centers under construction in Las Vegas, Nevada and Ponta Grossa, Brazil. We expect parts sales to grow 5% to 7% for the full year 2019. PACCAR Financial Services earned second quarter pretax income of $18 million, 11% higher than the second quarter last year. The PACCAR Financial portfolio performed well. This year, PACCAR Financial will open used truck centers in Prague, Czech Republic and Denton, Texas to support solid customer demand for DAF, Peterbilt and Kenworth trucks. One of PACCAR's greatest assets does not appear on the balance sheet. I am referring to the independent financially strong Kenworth, Peterbilt and DAF dealers, who operate more than 2200 sales, service and TRP store locations worldwide. Our dealers reflect the industry leading quality and premium truck brand image of Kenworth, Peterbilt and DAF trucks. We're proud of our global dealer network. They are the best in the industry. Thank you. We would be pleased to answer your questions.
4;Q&A;Operator;Operator;Our first question comes from Stephen Volkmann with Jefferies. Your line is now open.
5;Q&A;Stephen Volkmann - Jefferies;Analyst;Hi. Good morning, everybody.
6;Q&A;Preston Feight - Chief Executive Officer;Firm;Good morning.
7;Q&A;Stephen Volkmann - Jefferies;Analyst;Harrie, I wonder if I could get you to make a few more comments about some of your kind of end market visibility. And what I'm thinking about is obviously, you said you're sort of taking orders for the first half of 2020, but of course the overall order rate has come down quite a bit. And I'm curious just kind of what you're hearing from customers in seeing in your order trends relative to demand in 2020? Do you think things tick up again as we get into the fall selling season? Or are you hearing kind of caution because freight rates have come down. Just kind of some thoughts about the quality of the 2020 order?
8;Q&A;Harrie Schippers - President and Chief Financial Officer;Firm;So if you look at the backlog for North America today, we're in really good shape. And like Preston said, we're increasing build rates in North America. Europe, the backlog is very normal and our production levels are in line with the orders and the backlog in the market as we see it today.
9;Q&A;Stephen Volkmann - Jefferies;Analyst;Okay. So do you have any kind of preliminary thoughts about what 2020 might look like? Obviously, the market is sort of primed for a big decline?
