;section;speaker;role;text
0;scripted;Operator;Operator;Good day, and welcome to The Shyft Group's Fourth Quarter and Full Year 2021 Earnings Results Conference Call. This event is being recorded. At this time, I'd like to turn the conference over to Juris Pagrabs, Group Treasurer and Head of Investor Relations. Please go ahead.
1;scripted;Juris Pagrabs - Group Treasurer and Head of IR;Firm;"Thank you, Allison, and good morning, everyone, and welcome to the Shyft Group's fourth quarter and full year 2021 earnings call. Joining me on the call today are Daryl Adams, our President and Chief Executive Officer; and Jon Douyard, our Chief Financial Officer. For today's call, we've included a presentation deck that has been filed with the SEC and is also available on our website at the Shyftgroup.com. You may download the deck from the Investor Relations section of our website to follow along with our presentation during the call. Before we start, please turn to Slide 2 of the presentation for our safe harbor statement. You should be aware that certain statements made during today's conference call, which may include management's current outlook, viewpoint, predictions and projections regarding the Shyft Group and its operations may be considered forward-looking statements under the Private Securities Litigation Reform Act of 1995. I caution you that as with any prediction or projection, there are a number of factors that could cause the Shyft Group's actual results to differ materially from projections. All known risks that management believes could materially affect the results are identified in our Forms 10-K and 10-Q filed with the SEC. However, there may be other risks that we cannot anticipate. On the call today, we will provide a business update, including an overview of business trends before moving on to a more detailed review of the results and our outlook for 2022. We will then open the line for Q&A. I'd like to also remind everyone that with the divestiture of the Emergency Response business in February 2020, the revenues and expenses associated with the AR business as well as the assets and liabilities have been reclassified as discontinued operations for all periods presented. With this reclassification, the results discussed today will refer to continuing operations unless otherwise noted. In the fourth quarter of 2021, the company made a change in its segments and moved Montebello and Strobes-R-Us from the FVS segment to the SV segment, consistent with the change in organizational reporting. At this time, I'm pleased to turn the call over to Daryl for his comments beginning on Slide 3."
2;scripted;Daryl Adams - President and CEO;Firm;Thank you, Juris. Good morning, everyone, and thank you for joining us to review our fourth quarter and full year 2021 results. The past year was challenging in many ways, but the power of our strategy has again been highlighted in our record results. They've often said on these calls, we always try to be agile, nimble, flexible, proactive and solution-based in everything we do. Last year, we saw the benefits of this approach and what is truly possible with the right strategy and the right team. Our team proactively managed through the many challenges with resourcefulness and relentless focus on execution for our customers. 2021 was a year of record financial operational performance built on the incredible efforts of our entire team. Our perseverance as we navigated against industry-wide challenges is what made the difference in our performance and positions us for greater success in the coming years. Our efforts have been rewarded in continued strong customer demand of our products as illustrated by our backlog, which is now over $1 billion. Turning to Slide 4 for our financial summary. Our team did a tremendous job executing on our growth plans and navigating supply and labor challenges to generate year-over-year revenue growth of 47% to a record $992 million. With our industry-leading products, we continue to see a very strong demand result in increased order intake and record backlogs. For the first time in the company's history, adjusted EBITDA was over $100 million, ending at $108 million, up 42% year-over-year. Adjusted income was a record of $75 million, while adjusted EPS increased 56% to $2.08 from -- per share from $1.34 per share. We continue to see positive business opportunities in the market and believe it is imperative that we continue to invest in ourselves. In 2021, we invested $6.5 million in EV development, which impacted our margins by approximately 66 basis points for the full year. We plan to continue these investments in 2022, which Jon will outline later, as we believe they will put us in a leading position for the transition to electric vehicles throughout our core markets. Please turn to Slide 5, where I'll provide a business update. Our Fleet Vehicle Service business continues its pattern of strong growth driven by our 2 industry-leading parcel delivery vehicles, our traditional walk-in van and our Velocity platform. You will recall the Velocity platform was a customer-driven solution focused innovation, where we created an entirely new category of purpose-built Class 2 and 3 walk-in vans. We saw tremendous success in '21 as the F2 debuted on the road. Also in 2021, we introduced and secured additional customer order of approximately 400 units for our Velocity M3 parcel delivery vehicle. As a leading manufacturer of last mile delivery vehicles, we are excited by the potential this unique category has to offer. In fact, building on the success of our Velocity platform, Utilimaster is now taking orders on the new Velocity R2 and under 10,000 pound GVWR walk-in van built on a Ram Promaster chassis, which will be debuted at the NTEA Truck Show next month in Indianapolis. As a testament to the product's capability we recently received an order for 2,500 units from a leading parcel delivery customer. Additionally, we recently announced that Utilimaster work with Ford Pro to produce 2 pilot vehicles on the all-electric Ford E transit chassis. These vehicles are currently being tested and are fit with our Velocity body creating a route delivery vehicle conveyable to the Velocity F-Series gas-powered vehicle. Moving to our Specialty Vehicles segment. Demand for our products continued and resulted in strong revenue growth in orders during the quarter. In our motorhome business, demand for our luxury motor coach chassis continues unabated as our market share increased to 31.2% for the quarter, reflecting the strength of our product offerings and brand among luxury motor coach consumers. To date, we continue to experience strong demand for motorhomes, and we expect this demand to continue through 2022. Our market share growth continues to be driven by our introduction of new technologies into the market. Last month, we launched the Red Diamond leveling system at the Tampa RV show. In our service body business, we are seeing indications of improved component and chassis supply beginning in the second quarter. We continue to expand our service body distribution channels geographically, and we recently secured a national distributor of specialty truck products to aid in the expansion of our Magnum products. With strong backlogs, we are well positioned for another year of strong performance in SV. On Slide 6, I will update you on our development efforts to design a commercial-grade EV chassis delivery vehicle and supporting portable charger for a full ecosystem approach. As I've mentioned many times in the past, we looked for a viable EV chassis option, and we're unable to find one that met our needs. So we decided to build our own. We developed our proof-of-concept EV chassis an all new electric delivery vehicle by leveraging nearly 50 years of experience in custom chassis and last-mile delivery body manufacturing. I'm excited to share with you that we are on schedule to our original time line and plan to have prototype vehicles in our customers' hands for testing and validation in the second half of this year. I'm incredibly excited by the progress the team has made in the development of this vehicle. In 2 weeks, we plan to reveal our all-new electric vehicle on our proprietary purpose-built Class III EV chassis with a portable charging solution at the NTEA Truck Show in Indianapolis. With a new look and a new lightweight body that has a high degree of configurability, this all-new vehicle is ideal for last mile delivery, work trucks, mass transit, recreational vehicles and other emerging EV markets. We expect to begin taking orders next month and build electric delivery vehicles in 2023 with production launching in our Plymouth location and ultimately transitioning to a flexible production facility in the Southeast with annual capacity up to 2,500 vehicles per year, directly impacting the current supply gap in the commercial EV segment. With that, I'll turn the call over to Jon to discuss Shyft's financial results for the fourth quarter and full year in more detail, as well as provide our 2022 outlook beginning on Slide 7.
3;scripted;Jon Douyard - CFO;Firm;Thank you, Daryl, and good morning, everyone. Please turn to Slide 8, and I'll provide an overview of our financial results for the fourth quarter and full year 2021. Overall, we are pleased with our team's performance and excited to report record results for the year, which we delivered despite the inflation pressures, supply chain delays, chassis availability and labor challenges that are broadly impacting our industry as well as many others. These macro headwinds accelerated in the fourth quarter and continue to remain dynamic through today. That said, we were still able to deliver a solid quarter that included margin expansion year-over-year. Revenue for the fourth quarter was a record $277.3 million, up 62% from a year ago quarter. Income from continuing operations was $20.5 million compared to net income of $8.3 million a year ago. Diluted earnings per share from continuing operations was $0.56 per share, up 155% from $0.22 per share in the fourth quarter of 2020. Our gross margin for the quarter was 18.5% compared to 20.5% in the prior year. On an adjusted basis, EBITDA from continuing operations for the fourth quarter increased to $26.6 million, up from $16 million last year. As a percent of sales, adjusted EBITDA was 9.6% for the quarter. This compares favorably to the 9.3% of sales in the fourth quarter of last year. Adjusted net income for Q4 was $20.2 million or $0.56 per share compared to $10.1 million or $0.27 per share. Fourth quarter net income from continuing operations was $20.5 million. These results were favorably impacted by a tax benefit of $4.4 million or $0.12 per share, which the company earned by amending prior year tax returns to include additional credits. Our efforts in this area resulted in an effective tax rate of 17.2% for the full year. I'll now walk through our results by operating segment, beginning with Fleet Vehicles and Services on Slide 10. Our FVS business continued to perform well in Q4, closing another year of impressive growth in sales, profit and order intake, while the team effectively managed through a dynamic market and supply chain environment. The business achieved revenue of $182.6 million, up 72.4% compared to $105.9 million a year ago. The increase was primarily driven by strong demand in deliveries of the Velocity F2 walk-in van. FVS adjusted EBITDA for the quarter was $26.2 million versus $15.8 million a year ago. Adjusted EBITDA margin was 14.4% of sales compared to 14.9% in the fourth quarter last year, due in part to higher material and labor costs and unfavorable mix. FVS backlog was up 14.6% sequentially and up a remarkable 104% compared to prior year. The year-over-year increase was driven by strong demand in parcel delivery vehicles as well as the United States Postal Service add-on order of $53 million, which was announced in the fourth quarter. Given the size and length of the backlog, we continue to be proactive and look for ways to mitigate higher input costs and the team was effective in increasing price on new orders as well as repricing a significant portion of prior orders during the quarter. Please turn to Slide 11 for the Specialty Vehicle segment overview. As we talked about in the Q3 call, we expected improved performance from SV in Q4, and they delivered. Fourth quarter sales were $94.7 million, an increase of $29 million or 44.1% versus prior year. Sales were driven by the continued strength of our product offerings and luxury motorhome chassis and service bodies as well as the new F-Series Class VII launched by Isuzu. Adjusted EBITDA was $10.3 million or 10.8% of sales compared to $7.7 million or 11.7% of sales in the same period last year, reflecting higher material costs, inefficiencies from tight labor markets and unfavorable mix, which was partially offset by pricing actions. SV backlog was up an impressive 82.3% compared to the prior year, driven by continued order strength across product lines. Please turn to the liquidity and capital allocation update on Slide 12. We remain focused on managing our overall liquidity and cash flow to fund our operations and growth initiatives as well as providing return to our shareholders. Through diligent management of working capital throughout the year, we generated $74 million in cash from operations, enabling us to pay off our debt during the year. In the fourth quarter, we proactively amended our lending agreement to take advantage of favorable market conditions. The amendment provides a line of credit of $400 million, which is expandable to $600 million under certain circumstances through an accordion feature. We believe this expanded credit line will provide ample liquidity and flexibility to fund the next phase of our growth initiatives. At the end of December, we had total liquidity of $414 million, including $37 million of cash on hand and 0 revolver debt. CapEx for the quarter was approximately $4.8 million, while for the full year, we invested $23 million. Key projects for the year included investments in Velocity production, in-sourcing fabrication, establishing our new R&D facility as well as an initial investment in our new Pennsylvania truck body facility. We remain committed to delivering value to our shareholders through dividends and share repurchases. In January, we repurchased 409,000 shares of company stock for $18.9 million, exhausting our most recent authorization. Earlier this month, we announced the doubling of our quarterly dividend of $0.05 per share. And just this week, we announced that our Board approved a new authorization to repurchase up to $250 million of company stock, providing us additional capital allocation flexibility moving forward. Before I close out my comments on 2021, I would also like to highlight that from an accounting and controls perspective, we continue to make significant progress. I'm incredibly pleased to report that our team has fully remediated the remaining material weakness in our internal controls. This result is reflective of the strong efforts of our finance, accounting and operating teams across the organization to which I'm extremely proud. Please turn to Slide 13. As we look forward to 2022, we are optimistic about the long-term underlying demand for our products and feel our company is well positioned to meet our customers' growing needs. In the short term, we expect the ongoing impact of supply constraints, chassis availability and inflation to continue. And as we manage in this environment, we look to balance short-term cost management with the investment in our future and our ability to deliver future growth. As the market conditions continue to evolve, we expect financial performance to be softer for the first half of the year while seeing a more acute impact in the first quarter. First quarter margins are expected to be approximately breakeven, followed by acceleration in Q2 and a much stronger second half as we see the environment stabilizing. Notwithstanding further supply chain-related deterioration, we are pleased to provide our 2020 guidance as follows: We expect revenue to be in the range of $1.05 billion to $1.25 billion, representing 16% year-over-year growth at the midpoint. Adjusted EBITDA of $90 million to $110 million, inclusive of approximately $30 million for EV development, which we have accelerated given the progress made to date on the program and the optimism we are hearing from our customers. Excluding this EV investment, our guidance implies a 13% growth rate at the midpoint for the core business, which is expected to achieve between $120 million and $140 million. Adjusted EPS of $1.57 per share to $1.99 per share, which includes $63 million per share of EV development costs. We expect capital expenditures in the year of approximately $35 million, including $10 million to $15 million of investments in EV as we look to start production heading into 2023. Looking back on 2021, it was an exceptional year for the Shyft Group, driven by the resiliency of our team, the nimble approach we took to address industry challenges and the expression of innovation that is core to our DNA. And while we enjoy the success of the past year, we cannot afford to stand still. We will continue to innovate and expand our leadership across the industries we serve, energized for another year of strong financial performance. Now I'll turn the call back to Daryl for closing remarks.
4;scripted;Daryl Adams - President and CEO;Firm;Thank you, Jon. Please turn to Slide 11. Our record results in 2021 reflect the success of our long-term growth strategy and the efforts of our amazing team. Our long-standing commitment to quality, execution, innovation and operational excellence is generating improved sales and order growth. Our new products, including the Velocity and our exciting new EV solution combined with our strong customer relationships enable us to achieve our strategic vision. I'm proud of the way the team came together to manage the broader inflationary and supply chain challenges in '21 and ensure that we will deliver for our customers and shareholders. While we enjoy the success of the past year, we remain driven to grow not just in our core business, but also in the electric vehicle space as well. Looking ahead to 2022, our backlog is evidence that market demand remains very strong for all of our products. We'll continue to take a nimble and creative approach to maintain our flexibility in managing our supply chain and production processes while investing in our people, our new products and technology and in operational excellence that will drive our future growth by providing customer-centric chassis and truck body solutions for the customers. Before turning the call back to the operator, I'll pass it back to Jon for a quick announcement.
5;scripted;Jon Douyard - CFO;Firm;Thanks, Daryl. I'd like to quickly take the opportunity to acknowledge Juris' contributions to the company over the past 6 years. He has been a great partner to me and to Daryl and to the entire leadership team here at Shyft, and we wish him all the best as he transitions into a well-deserved retirement in the coming months. During his 10-year, Juris was a key leader in the transformation of the company, and he navigated through all the change admirably. You will certainly be missed. Congratulations Juris and best of luck, and we look forward to announcing his replacement shortly. With that, Operator, we're now ready for the Q&A portion of the call.
6;Q&A;Operator;Operator;Our first question today will come from Steve Dyer with Craig-Hallum Capital Group.
7;Q&A;Ryan Sigdahl - Craig-Hallum Capital Group ;Analyst;Ryan on for Steve. And congrats, Juris, as well. First question, I think I caught it in the commentary on Q1 guidance, but did you say breakeven for Q1? And if so, can you give some more detail there on what's going into it?
8;Q&A;Jon Douyard - CFO;Firm;Yes. No, you certainly heard that correctly. And I would point to a couple of things. The biggest piece being around chassis availability and what we've seen in terms of planned as well as unplanned shutdowns from an OEM perspective. Which really provides us with -- we still have volume flowing through our plants, but it limits the mix of vehicles that we're able to build on. A couple of examples of this, the Stellantis factory down in Saltillo, Mexico has been down for a month planned shut down for 1.5 months as they retooled that plant impacting upfit and Velocity timing. But we're also seeing it in our service body business, which Daryl made the comment in his remarks, but we are starting to see improvement here in March and into Q2 from that perspective as well. And so there's some challenges there. I think there are some discrete items that we would also point to that we can say will improve as the year progresses. One being our Pennsylvania facility, which has been down for the first quarter, just given some delays from contractors and permitting and those types of things, which is now operating. And so we will continue to see that, and we have record backlog in the truck body business today. Also, just from a Velocity perspective, some of the timing of the orders and the chassis deliveries on that, be a bit softer in Q1. And so there's some specific items we would point to where we've certainly got the backlog, and our teams are ready to execute when chassis present themselves.
9;Q&A;Ryan Sigdahl - Craig-Hallum Capital Group ;Analyst;And just to clarify, is that an EPS or an EBITDA comment?
