;section;speaker;role;text
0;scripted;Operator;Operator;Ladies and gentlemen, thank you for standing by and welcome to the Hyliion Holdings Second Quarter 2021 Earnings Conference Call. Please be advised that today's conference is being recorded. I would now like to hand the conference over to your speaker today, Tomas - I'm sorry, Louis Baltimore. Please go ahead sir.
1;scripted;Louis Baltimore - Senior Director-Investor Relations;Firm;"Thank you, and good morning, everyone. Welcome to the Hyliion Holdings second quarter 2021 earnings conference call. With us today, we have Thomas Healy, our Chief Executive Officer; and Sherri Baker, our Chief Financial Officer. During today's call, we will make certain forward-looking statements regarding our future business expectations, which involve risks and uncertainties. Forward-looking statements are predictions, projections and other statements about future events that are based on current expectations and assumptions, and as a result, are subject to risks and uncertainties. Many factors could cause actual future events to differ materially from the forward-looking statements on this call. For more information about factors that may cause actual results to materially differ from forward-looking statements, please refer to the press release we issued yesterday after the market close as well as our filings with the Securities and Exchange Commission. Forward-looking statements speak only as of the date they are made. You are cautioned not to put undue reliance on forward-looking statements. We undertake no duty to update this information unless required by law. Before turning the call over to our CEO, Thomas Healy, we'd like to share with you a short video about Hyliion and our mission. [Video Presentation]"
2;scripted;Thomas Healy - Chief Executive Officer;Firm;Good morning, everyone. I hope you enjoyed that short video and I'd like to welcome you to Hyliion's second quarter 2021 conference call. It has been about a year since we announced that we'd be taking Hyliion public. So I'd like to start this call off with a little background on Hyliion on and our mission for anyone who may be new to our company. I founded Hyliion back in 2015 with one goal to become the leading powertrain provider of electrified solution for the commercial vehicle industry. This mission is underpinned by Hyliion's core values. We act with integrity and we strive for excellence in all we do. We take pride in delivering on our commitments and focus on the details to achieve the highest quality of products. We will succeed as one team by empowering our employees to make decisions and to support each other. This tied to our ultimate goal of changing the world, one truck at a time. With these core values solidly ingrained in our culture, we are starting to hit major inflection points here at Hyliion. The first one is the completion of the first of our Hypertruck ERX demo unit, which we plan to unveil at one of the industry leading trade shows the ACT Expo in Long Beach, California in late August. Second, we will unveil our improved hybrid product, which will also be on display at the ACT Expo. If you're thinking about attending, it will be the first chance to get up close and see our new hybrid product and a Hypertruck ERX demo truck. Feel free to drop by our booth next to both Peterbilt and Volvo. If you'd like to set up a more formal discussion, reach out to Louis in IR, and we'll schedule a meeting. If you are unable to make it out to Long Beach to see us live, our marketing team is working on some exciting video content as part of this product launch too. If you turn to Page 4 in the presentation, these are the key topics we'd like to cover today. First we'll provide an update on our improved hybrid commercial product launch and our continued progress towards the development and the commercialization of the Hypertruck ERX. Then we'll give a brief status update around our supply chain, which we spoke about on our last call. We are also excited to announce that we have a new Chief Operating Officer joining us next week, which I'll cover in more detail later on this call. We'll also provide a regulatory update that is very favorable for our products. After discussing some positive developments in the renewable natural gas space, I'll talk about the growth of our team and provide an update on our headquarter expansion project. I will then turn the call over to Sherri to go through some of our financial details and walk you through our expectations for the second half of 2021. There've been so many major milestones Hyliion has accomplished since we founded the company back in 2015. From the completion of that dark gray Hypertruck ERX proof-of-concept model that many of you have seen to the consummation of our SPAC transaction that enabled us to raise over $700 million to fund commercial development to the formation of the Hypertruck Innovation Council earlier this year. It has been an exciting journey to get to where we are today. And we see that we are well positioned to be the leading provider of electric powertrain solution to the Class 8 market for many years ahead. If you turn to Page 5, you'll see an update on our hybrid powertrain. We plan to unveil the improved hybrid powertrain later this month and begin shipping these units in the latter part of this year. With this new design, we have significantly streamlined the installation process by consolidating a significant amount of our component into a larger battery box. We are also reducing the net system weight and have improved the overall systems efficiency. One of the main focuses has been on improved reliability and installation of the system. In this new version, we also refine the software and cloud connectivity to deliver over the air updates more efficiently, giving us the ability to push out the latest version of our proprietary software and performance algorithms, including these software improvements is a feature that enables automatic traction assist for drivers. We've also designed it to accommodate future mechanical upgrades in a more scalable manner. Until launching our commercial revenue generating approved hybrid powertrain, our goal has been to continue to ship low volume units of our hybrid systems to industry leading fleet to seed the market and garner customer interest. During the second quarter, we continued to deliver additional hybrid units. In the later part of this year, we will begin to deliver the improved hybrid version to customers. We will also begin to recognize revenue on these shipments after the product launch. Now I'd like to shift the discussion to the Hypertruck ERX, so please turn to Page 6. Before we go on, I want to give a huge thank you to our Hypertruck Innovation Council on behalf of everyone here at Hyliion. The amount of insight, engagement and level of commitment to our cause they have demonstrated has been invaluable to our development process. One of the most significant indicators towards future success is customer interest and demand. To this point, we recently announced a product reservation agreement for the purchase of 300 Hypertruck ERX units from Detmar Logistics, a leading oil field logistics company. One of the exciting parts of this relationship is that Detmar plans to use our technology to expand their operations by offering their customers a unique way to achieve their mission targets. In the second quarter, we announced that Detmar placed a binding order for 10 hybrid units. Their ultimate goal was to use the hybrid as a stepping stone to our Hypertruck ERX product. After seeing some early success with the hybrid product and strong driver feedback, Detmar made the decision to extend their relationship with Hyliion by signing this reservation agreement for Hypertruck ERXs. We will begin showcasing our Hypertruck ERX demo units to the Detmar team later this year. Please note that this purchase and sale of the 300 Hypertruck ERX units is subject to the execution of a final agreement between Hyliion and Detmar. But we are very excited with the level of interest and commitments we are seeing from Detmar and others and wanted to share this exciting news with you. Over this past quarter, we also held a significant number of meetings with fleets who are part of the Hypertruck Innovation Council, as well as others who are interested in being early adopters. I believe that the interest in our product is continuing to grow and start viewing our solution as practical and being able to offer the greatest benefit to their fleets need, when looking at both payback and emissions improvements. Now shifting to more details around the build-out of initial ERX demo unit and the commercialization process, which you can see on Page 7. We recently completed the build of our first demo units with our engineering partner FEV. As we discussed in our last quarterly call in May, this is another stage in our multi-phase product development approach we're using to ultimately reach commercialization of the Hypertruck ERX. We will be sending one of these demo trucks out to the ACT expo later this month, once that tradeshow is over, it will travel to the TMC Fall Meeting and Transportation Technology Exhibit in mid-September. Starting shortly after these major tradeshows, we have a full schedule of sales and marketing events planned for these showcase unit. Beginning in the fourth quarter, we plan to take some of these Hypertruck ERX unit on the road, traversing the country to showcase these vehicles with our Hypertruck Innovation Council members, along with other prospective customers. We expect to release some great content to our social media and traditional media channels along the way. While these trucks travel the country, we plan to begin building the next phase of demo units during the fourth quarter. Another accomplishment in our multi-phase development process, these will be built on Peterbilt's new model 579, and each units will go through extensive validation testing. We will also utilize these trucks as the first that will be deployed and fleets day-to-day operations. These trucks will also be equipped with integrated drive axles provided by Meritor. A week ago, Meritor announced that we have selected them to produce the electric axles for the launch version of our Hypertruck ERX powertrain, and we'll be the preferred supplier to Hyliion. We chose Meritor's product because it fits well with our customer's vehicle performance requirements. This is another milestone achieved and selecting suppliers who can meet the needs for launching the Hypertruck ERX. We remain on track for showcasing trucks with fleet later this year and we will carry that into 2022. We will then provide initial unit to fleet, to operate in their operations, followed by commercially available units ready in late 2022. This will then be followed by commercialization volume ramp up of the Hypertruck ERX powertrain. As I mentioned at the top of the call, we have good news on the regulatory front Hyliion's products especially our upcoming Hypertruck ERX present opportunities for fleets to reduce their total cost of ownership and reduce emissions. Even in the absence of tax credits that other de-carbonization transportation technologies require to bring TCO in line with diesel. We are looking for ways to improve our product design, to capture the various tax credits opportunities and mandated qualifications at the state and federal levels. Because regulations and incentives differ greatly from state to state and fleet needs also vary. We recently announced an enhanced configuration of our Hypertruck ERX that can travel over 75 miles on battery only and has plug-in, fast charging capabilities. These design enhancements will enable truck manufacturers that sell vehicles with Hyliion's Hypertruck ERX electric powertrain to generate zero emission vehicle sales credits, that are required as part of California's Advanced Clean Truck Rule. The ACT rule approved by California Air Resources Board in June of 2020 sends that for Class 8 truck tractor manufacturers to sell vehicles in California, a minimum of 5% of their total California sales must be zero emission vehicles by 2024. This percentage increases year-over-year to 40% by 2032. A near zero emission, plug-in hybrid electric vehicle can also earn partial ZEV sales credit, depending on its all electric range. Based on this rule, truck manufacturers will be able to achieve a 75% ZEV sales credit by selling a Class A truck with a Hypertruck ERX long-range electric powertrain. While California was the first state to introduce ZEV sales requirement for medium and heavy duty trucks both New Jersey and Washington have initiated formal regulatory processes to adopt the ACT rule. Massachusetts, Rhode Island, New York and Connecticut have also begun consideration of the ACT regulation. Our product launch, we plan to offer the 75 mile Hypertruck ERX configuration, but we planned to later offer a shorter battery only range version for fleets with different products specification needs. Now we'll talk about the supply chain disruption, so many companies, both large and small are facing. In past calls, we had mentioned how supply shortages have impacted some of our timing. We are seeing tightness in the semiconductor supply, like most of major auto manufacturers are these days. In most instances, we have been able to implement alternative solutions and work around. However, we still have a small percentage of parts that we are continually working to secure supply on a day-to-day basis. Over the next several quarters we expect availability of these components will improve and cost pressures should ease. Fortunately for us, this improvement in the supply chain should coincide with our volume ramp expected to start later this year with our improved hybrid and continue over the years ahead with both the hybrid and Hypertruck ERX. Our procurement team has been doing a great job finding alternative sources for the same parts or identifying equivalent parts from other manufacturers that also meet our requirements. One major differentiating factor between Hyliion electrification solutions and most other solutions in the works is that our products work well with today's existing infrastructure in North America. While Hyliion's Hypertruck platform is designed to embrace and utilize hydrogen in the future as the world's hydrogen production and distribution infrastructure improves. Our ability to helpfully decarbonize in the near term is underpinned by domestically produced natural gas, ideally Renewable Natural Gas or RNG. We thought two major milestones come out of California with regards to R&D utilization in 2020. The first is that 92% of all natural gas use and transportation was RNG. So almost all the natural gas used was from renewable sources. The second was that the average carbon intensity of RNG fuel use was net carbon negative. The reason that this is so significant is because it means that California has achieved RNG production that is actually creating a negative emissions score for its users. As we hear about more and more companies setting net zero carbon emissions goals by 2030 or beyond, a net carbon negative transportation emissions profile can enable companies to get to net zero across their organization, even if other parts of their business has a positive carbon intensity. Shifting to Slide 8, we previously announced the expansion of our headquarters facility in Austin, Texas, and we broke ground on this project in early July. The goals here are to meet both our headcount and anticipated customer demand growth. We are expanding our installation footprint along with the number of trucks able to undergo simultaneous installation while our long-term goal is for our powertrain to installed on the OEM assembly line, we will continue our R&D efforts at our facility and we are increasing the size of our battery technology development area and our powertrain and battery testing area to enable us to assess and validate next generation solutions. This expansion will also accommodate our growing base of employees. We have recently moved our workforce to temporary administrative and operations facilities in order to support the renovation process. The renovation work including structural remediation is expecting to last several months, but given construction delays in the Austin area, the project may take longer to complete. We do not anticipate significant disruption to our business operations as a result of all this work. Now shifting to some exciting updates around our team, as I mentioned, we have a new COO starting at Hyliion on next week. Dennis Gallagher comes to us after having spent over 20 years at Danaher owned companies. Most recently, as the President of Jacobs Vehicle Systems, an industry-leading supplier to the heavy-duty commercial vehicle market, Dennis has a proven track record of delivering excellent results as Hyliion on increases its focus on the commercialization elements, in addition to product research and development, Dennis will lead all efforts in the organization that are focused on the commercialization and delivery of our products to the market. Lastly, in this past quarter, we exceeded our hiring goals during the second quarter with an addition of 59 employees enroll spanning from automotive engineering, advanced software algorithms and control engineering to supply chain, operation and other important business functions. We will continue to hire great talent that will help us achieve our goals. With that, I'd like to turn it over to Sherri, to discuss some updates on the financial side.
3;scripted;Sherri Baker - Chief Financial Officer;Firm;Thank you, Thomas, and good morning, everyone. Let's now turn to our results for the second quarter of 2021. Turning to Slide 9, our team continued to invest in R&D as we execute against our product development roadmap. R&D spending was $13.4 million, an increase of $4.1 million sequentially and $10.8 million year-over-year. SG&A spending was centered around the continued build out of necessary infrastructure to advance our commercialization initiative, operational capabilities, and the addition of talent to accomplish these goals. For the quarter, SG&A spend was $10.1 million, an increase of $2.7 million sequentially and $9.2 million year-over-year. Overall, Hyliion reported a net loss of $23.2 million compared to a net loss of $16.6 million in Q1 and a net loss of $4 million from a year ago. Turning to our capital structure and balance sheet, we ended the quarter with approximately $318 million in cash and cash equivalent, but including our short-term and long-term investments, we had over $617 million. Our short-term and long-term investments are high quality credit instruments with no maturities beyond 36 months and an average maturity at 18 months across this portfolio. We are very pleased with this large liquidity position and believe that some of this capital is more than sufficient to fund our business until we begin generating sufficient cash flow internally. We previously that we expected in generating revenue on the improved hybrid product after launch later this year, we are on track to accomplish this goal and initial revenue recognition on our improved hybrid is major milestone for Hyliion. However, we do not expect the revenue generated in 2021 to be material. For the full year of 2021, we are lowering our total operating expense guidance to the range of $130 million to $140 million consisting primarily of R&D and SG&A expense. We are looking forward to executing against our product development roadmap and look forward to sharing our progress with you in the future. This now concludes our prepared remarks. And now I would like to turn the call back over to the Operator to open the line up for questions.
4;Q&A;Operator;Operator;Your first question comes from the line of Steven Fisher with UBS.
5;Q&A;Avi Jaroslawicz - UBS;Analyst;Good morning. This is Avi Jaroslawicz on for Steven Fisher. I was kind of curious, so what's causing OpEx to run a little lower than expected for this year. Is that kind of related to sales or just the progression in terms of the supply chain disruption?
6;Q&A;Sherri Baker - Chief Financial Officer;Firm;Yes. Good morning and thanks for the question. So the lower OpEx is really because of our pullback on installations waiting for the launch of our new hybrid product later this year. So our OpEx is coming in a little bit lighter. So once we launched that product, we'll start to see that ramp up at all, also keep in mind that a bulk of the R&D and SG&A is also related to our Hypertruck development. So as we're getting into future phases of that development, I would expect to see both the R&D increase as we move throughout the year and then SG&A really, as we continue to add talent to support those commercialization goals.
7;Q&A;Avi Jaroslawicz - UBS;Analyst;Got it. So even at this point, it should still be more Q4 weighted than evenly split in the second half?
8;Q&A;Sherri Baker - Chief Financial Officer;Firm;I think you could probably expect it to ramp up at a higher pace than what you saw in Q2 as we get into Q3, more related to that hybrid launch and then a more equally weighted as we're moving throughout the rest of the year.
9;Q&A;Avi Jaroslawicz - UBS;Analyst;Got you. Okay. And then if I can ask another one. How are you guys thinking about production capacity for 2022?
