;section;speaker;role;text
0;scripted;Operator;Operator;Welcome to the Federal Signal Corporation Fourth Quarter Earnings Conference Call. I would now like to turn the conference over to Ian Hudson, Chief Financial Officer. Please go ahead.
1;scripted;Ian Hudson - SVP & CFO;Firm;Good morning, and welcome to Federal Signal's Fourth Quarter 2021 Conference Call. I'm Ian Hudson, the company's Chief Financial Officer.  Also with me on the call today is Jennifer Sherman, our President and Chief Executive Officer. We will refer to some presentation slides today as well as to the earnings release, which we issued this morning. The slides can be followed online by going to our website, federalsignal.com, clicking on the Investor Call icon and signing into the webcast. We have also posted the slide presentation and the earnings release under the Investor tab on our website. Before I turn the call over to Jennifer, I'd like to remind you that some of our comments made today may contain forward-looking statements that are subject to the safe harbor language found in today's news release and in Federal Signal's filings with the Securities and Exchange Commission. These documents are available on our website. Our presentation also contains some measures that are not in accordance with US Generally Accepted Accounting Principles. In our earnings release and filings, we reconcile these non-GAAP measures to GAAP measures. In addition, we will file our Form 10-K later today. Jennifer is going to start today with a recap of the year, and then I will provide some more detail on our fourth quarter and full year financial results. Jennifer will then provide her perspective on our performance and go over our outlook for 2022 before we open the line for any questions. With that, I would now like to turn the call over to Jennifer.
2;scripted;Jennifer Sherman - President, CEO & Director;Firm;"Thank you, Ian. I'd like to start by giving my profound thanks to each of our employees and our business partners for their ongoing commitment.  I am immensely proud of how our teams have managed through another turbulent year finding creative solutions when faced with widespread supply chain disruption and demonstrating tremendous resilience given the prolonged nature of the pandemic, including the impact of the resurgence of cases linked to the Omicron variant. Our strong performance is a testament to the efforts of our teams and the successful diversification of our revenue streams and end-market exposures that has taken place over the last several years through a combination of organic growth initiatives and disciplined M&A. Despite the ongoing challenges in the marketplace, our teams remained relentlessly focused on serving our customers, helping us to deliver the second highest adjusted EPS in the company's history, report record orders and maintained an EBITDA margin of approximately 15% towards the high end of our target range. In addition to our strong financial performance, we also made good progress against several of our long-term objectives in 2021. We continue to invest in internal growth initiatives by making strategic investments for the future by purchasing new machinery and equipment aimed at gaining operating efficiencies and expanding capacity at several of our production facilities. We also recently completed the acquisition of 2 of our largest manufacturing plants, our Elgin Sweeper facility in Illinois as well as our facility in University Park, Illinois, which is home to our domestic SSG operations. Both of these facilities were previously leased. And with the leases expiring towards the middle of next year, we are pleased to have secured the future of these operations, allowing us to better optimize the facility over the long run and leverage our 80-20 principles. We continue to invest in new product development with a particular emphasis on electrification projects and are encouraged that these efforts will provide additional opportunities to further diversify our customer base; penetrate new end markets or gain access to new geographic regions. We completed 3 acquisitions in 2021 with the additions of OSW, Ground Force and Deist, providing us with opportunities to expand our geographic footprint and augment our specialty vehicle product offerings. The integration of these businesses is going well. And we see meaningful opportunities for synergies and potential for additional investments to further strengthen and broaden our position in these attractive niche markets. We've demonstrated our commitment to returning value to our stockholders, funding a combined $37 million of cash dividends and share repurchases. Our 80-20 improvement initiatives remain a critical part of our culture. And we continue to focus on reducing product cost and improving manufacturing efficiencies across all of our businesses. To highlight our ongoing focus on operating as a socially responsible and sustainable manner, we also published our second Annual Sustainability Report in the fourth quarter. I'm incredibly proud of the progress that we've made on our environmental, social and governance initiatives and thrilled to share our many accomplishments highlighted in this report. I'll now turn the call back to Ian to go over the numbers."
3;scripted;Ian Hudson - SVP & CFO;Firm;Thank you, Jennifer. Our financial results for the fourth quarter and full year of 2021 are provided in today's earnings release. Before I talk about the fourth quarter, let me highlight some of our full year results.  Consolidated net sales for the year were approximately $1.21 billion, up $82 million or 7% compared to last year. Operating income for the year was $130.7 million compared to $131.4 million last year. Consolidated adjusted EBITDA for the year was $180.5 million compared to $182.2 million last year. That translates to a margin of 14.9% this year compared to 16.1% last year. GAAP earnings for the year equated to $1.63 per share, up $0.07 per share or 4% from last year. On an adjusted basis, we reported full year earnings of $1.75 per share, up $0.08 per share or 5% from last year. For the rest of my comments, I will focus on comparisons of the fourth quarter of 2021 to the fourth quarter of 2020. Consolidated net sales for the quarter were $301 million, up $7 million or 2% compared to last year. Consolidated operating income in Q4 this year was $30.1 million compared to $33.8 million last year. Consolidated adjusted EBITDA for the quarter was $40 million compared to $47 million last year. That translates to a margin of 13.3% in Q4 this year compared to 15.9% last year. In the current year quarter, we incurred a noncash pretax pension settlement charge of $10.3 million in connection with a defined benefit pension annuitization project and realized approximately $3 million more in discrete tax benefits than in the prior year quarter. Including both of those items and the benefit from M&A-related activity, our income from continuing operations in Q4 this year was $19.5 million compared to $26 million last year. That equates to GAAP EPS of $0.32 per share compared to $0.42 per share last year. On an adjusted basis, EPS for Q4 this year was $0.40 per share, which compares to $0.44 per share last year. Orders in Q4 this year were $444 million, a new record for the company and an increase of $168 million or 61% from last year. Our orders in the current year quarter included approximately $18 million of backlog acquired in the Ground Force and Deist acquisitions. The unprecedented order intake contributed to a record backlog at the end of the year of $629 million, more than double the amount at the end of last year. In terms of our fourth quarter group results, ESG sales were $246 million, an increase of $8 million or 3% compared to last year. ESG's adjusted EBITDA for the quarter was $36.2 million compared to $44.2 million last year. That translates to an adjusted EBITDA margin of 14.7% in Q4 this year compared to 18.6% last year. During the quarter, various commodity costs continued to increase and chassis delivery dates slipped. The pricing actions we had previously implemented assumed delivery of chassis on certain promised dates. As these deliveries were pushed out, we experienced an unfavorable price cost headwind of around $5 million during the quarter, which was about $2 million higher than we had previously anticipated. This impact was primarily felt within our dump truck businesses, where the customer provides the chassis, and we have less control over delivery dates. We also saw a significant increase in coronavirus-related medical expenses during the quarter, incurring approximately $2 million of expense associated with a handful of hospitalizations and tragically our first COVID-related employee death. Within SSG, sales for the quarter were $56 million compared to $57 million last year. SSG's adjusted EBITDA for the quarter was $11 million compared to $11.2 million a year ago, and its adjusted EBITDA in Q4 this year was 19.7% compared to 19.6% last year. Corporate operating expenses in Q4 this year were $4.1 million compared to $9.8 million last year, with most of the reduction due to fair value adjustments of acquisition-related liabilities. Turning now to the consolidated income statement, where despite the year-over-year sales increase, gross profit decreased by $8.5 million. Consolidated gross margin for the quarter was 22.4% compared to 25.7% last year. As a percentage of sales, our selling, engineering, general and administrative expenses for the quarter were down 50 basis points from Q4 last year. During the fourth quarter, we recorded a $3 million benefit from acquisition-related activity compared to $1.3 million of expense last year, with the majority of the year-over-year change driven by the fair value adjustment I just referenced. Other items affecting the quarterly results include the pension settlement charge I mentioned earlier, a $300,000 increase in amortization expense and a $400,000 reduction in other income. In Q4 this year, we also recognized several discrete tax benefits, which resulted in a lower-than-expected effective tax rate for the quarter. Overall, we recognized a $300,000 tax benefit in Q4 this year compared to expense of $7.6 million last year, with the year-over-year change largely driven by lower pretax income levels and the incremental discrete tax benefits. Including discrete tax benefits, our effective tax rate for 2021 was low at approximately 15%. For 2022, we currently expect a tax rate of approximately 25%, excluding any discrete tax benefits. On an overall GAAP basis, we therefore earned $0.32 per share in Q4 this year compared with $0.42 per share in Q4 last year. To facilitate earnings comparisons, we typically adjust our GAAP earnings per share for unusual items recorded in the current or prior quarters. In the current year quarter, we made adjustments to GAAP earnings per share to exclude acquisition-related benefits, pension-related charges and purchase accounting expense effects. On this basis, our adjusted earnings in Q4 this year were $0.40 per share compared with $0.44 per share in Q4 last year. Looking now at cash flow, where we generated $47 million of cash from operations during the quarter, bringing the total amount of year-to-date operating cash generation to $102 million. Our borrowings increased during the quarter with the acquisitions of Ground Force and Deist and the purchase of our Elgin manufacturing facility. We ended the quarter with $242 million of net debt and availability under our credit facility of $209 million. Our current net debt leverage ratio remains low even after factoring in these acquisitions as well as our more recent purchase of our University Park manufacturing facility. With our financial position remaining strong, we have significant flexibility to pursue strategic acquisitions, invest in additional organic growth initiatives and return cash to stockholders through dividends and opportunistic share repurchases. On that note, we paid a dividend of $0.09 per share during the fourth quarter, amounting to $5.5 million. And we recently announced a similar dividend for the first quarter. We also funded $12 million of share repurchases during the quarter. That concludes my comments. And I would now like to turn the call back to Jennifer.
4;scripted;Jennifer Sherman - President, CEO & Director;Firm;Thank you, Ian. Demand for our products remains at unprecedented levels with our fourth quarter order intake setting a new company record contributing to an all-time high backlog at the end of the year. In fact, our orders for the year exceeded $1.5 billion for the first time in the company's history and were up $492 million or 47% from last year. We have seen improvement across the board with orders from both municipal and industrial customers up around 50% year-over-year. With lead times for certain products extended as a result of this increased demand and with the need for certain customers to secure a chassis, we saw some dealers placed advanced orders during the fourth quarter. This acceleration of orders which has continued so far this year could cause some distortion in the comparability of our orders as we move through the year. As we had anticipated, our fourth quarter results were impacted by shortages and delays in delivery of various components we required to manufacture our products. In particular, a limited supply of chassis associated with reduced allocations from chassis OEMs and delivery delays forced us to constantly modify our production schedules and sporadically shut down operations at certain facilities. Such disruptions impacted sales at almost all of our vehicle-based businesses within our Environmental Solutions Group. Shortages of hydraulics, pumps and certain electrical components also became more prominent this quarter. Our teams have been creative and nimble in adapting and identifying solutions to these supply chain challenges. As an example, our SSG team has brought production of a number of components in-house, including hand stuffing, soldering and testing PC boards that our suppliers were able to only partially complete. With our diversified product and service offerings, we have been able to provide our customers with rental and used equipment to partially mitigate the current tightness in the supply chain, which has led to longer lead times for new equipment deliveries. Overall, our aftermarket revenues in Q4 this year were up $12 million or 19% compared to last year, growing to represent a higher share of ESG's revenues for the quarter at around 30%. Turning to labor. Towards the end of the year, we started to see an escalation of cases linked to the Omicron variant, which caused a dramatic increase in employee-related absences within our manufacturing facilities. Many of our key suppliers also experienced the same. Those trends have continued into the new year. In January, we were hit particularly hard essentially all of our facilities recording almost 300 positive cases, which was about 8x or 9x higher than the run rate in prior months. In fact, at one of our dump truck facilities, we had more than 40% of the workforce out at one point, either with confirmed COVID or through required quarantines. Overall, we estimate that we lost approximately 20,000 direct labor hours across our facilities in January alone. As a result, we have not been able to operate as efficiently as we had planned. Thankfully, we have seen some recent improvement in case counts. Input costs related to purchase materials, logistics and labor continued to rise in the quarter. Although we've seen some relief recently with the decline in steel prices, aluminum has increased dramatically. We have also experienced delays in the receipt of customer supply chassis at our dump truck businesses. At one of our dump truck facilities, for example, we are currently receiving about half of the chassis we need to satisfy our current production demand. With chassis deliveries being pushed out and with inflation at 40-year highs, we are experiencing margin pressure in our dump truck businesses during the first quarter. As we have throughout 2021, we have responded accordingly with pricing actions. With the various actions we have taken, including re-pricing of our backlog in a number of our businesses, we are expecting to see improvements as we progress throughout the year with more price realization expected as our backlog turns. Looking forward, we remain focused on delivering strong results while continuing to execute on our long-term strategy. Our strong balance sheet provides opportunities for us to drive both organic growth initiatives and pursue additional strategic acquisitions. Over the last several years, we've transformed our end market exposures and implemented the revenue diversification strategy that has enabled us to adjust as needed to market conditions. Our aftermarket business has grown to represent about 30% of ESG's revenues and we see additional opportunities to grow that business by expanding into new geographies we believe to be underserved. We are also making progress with our electrification efforts. And we're recently joined by the Mayer of Los Angeles and other state and local representatives for the delivery of the first 2 plug-in hybrid electric broom bear street sweepers to be placed into service. We have also begun demonstrations of our hybrid 3-wheel Pelican Sweeper and solidified an agreement with a development partner for the hybrid system used in the hybrid Broom-bear sweeper. Demand for demonstrations from our dealer network is high. We are exploring other ways to further integrate electrification into our suite of products with around 20% of our overall R&D budget allocated to these efforts. As our orders suggest, we are already seeing some of the impact from the federal stimulus funding that was introduced in 2021, providing much needed funding to state or local municipalities whose budgets were impacted by the pandemic. We are also continuing to monitor developments with respect to a long-term infrastructure legislation, which we believe will provide visibility for project planning and could see capital equipment demand increase in areas such as roads, bridges, broadband, clean energy and public transportation build-outs. We anticipate this will provide significant benefits for the majority of our product offerings, including sales and rentals, safe digging trucks, road marking equipment, sewer cleaners, street sweepers, dump trucks and trailers. Within our industrial markets, we continue to be bullish about our prospects with respect to our safe digging initiative and are monitoring further developments on the regulatory front. With the recent increase in oil prices, we expect to see an uptick in demand for our safe digging products. I recently attended 2 of our largest trade shows. At these shows, we showcased our road striping, sewer cleaning and safety products, including the newest product and our expanding safe digging portfolio. The TRUVAC Trucks vacuum excavator is a compact trailer with the power and features required at a variety of job sites to perform a wide range of tasks. This new product, which was developed by our TRUVAC innovation team in less than a year, opens up a new end market for our valuable TRUVAC line. Reaction from our customer and dealer at the show was overwhelmingly positive. We have positioned Federal Signal in a manner in which we will fully participate in the post-pandemic recovery through our investments in capacity within our facilities, reduce lead times to where we can better respond to customer needs, investing in new product development and gaining market share. On the M&A pipeline front, it remains active. And we continue to believe that M&A will be an important part of our growth. On the flip side, like many companies, we expect the current supply chain environment and inflationary pressure to linger in 2022. Turning now to our outlook. We remain encouraged by conditions in our end markets. The ongoing execution against our strategic initiatives and the order trends that we have seen over the last few quarters, which have contributed to a record backlog entering 2022. As a reminder, seasonal effects typically result in our first quarter earnings being lower than subsequent quarters. Similar to most parts of the country, we have recently seen a dramatic increase in coronavirus cases and quarantines at all of our domestic facilities. Adverse weather conditions also caused us to temporarily close operations at several facilities in January. Combined with a highly unpredictable supply chain environment, these factors have caused significant disruption in our operations so far this year. And we believe this uncertainty will continue at least during the first half of 2022. In particular, delays in receiving customer-supplied chassis have been more prevalent than we anticipated within our dump truck businesses. On the other hand, we are encouraged that delivery and chassis that we procured from our suppliers for our Vactor Elgin and MRL businesses have to date been generally in line with our expectations. We are also continuing to navigate our way through unprecedented inflationary pressure. And although we have taken actions in response, supply chain constraints have been delayed -- have delayed the realization of some of those actions. Because of these factors, we are not currently operating at our expected level of efficiency. Nevertheless, and despite the softer than normal first quarter, we anticipate recovery over the remainder of the year and currently expect our earnings in the second half of the year will represent approximately 60% of our full year earnings. For the full year, we currently expect to report net sales of between $1.35 billion and $1.45 billion and adjusted EPS of between $1.76 and $2 per share despite a headwind of approximately $0.20 per share resulting from the normalization of our tax rate in 2022. With backlog as indicated that market demand remains robust for most of our products, an active M&A pipeline, ongoing investments in new product development, capacity expansions in our people and with anticipated multiyear tailwinds from the infrastructure legislation passed in November, our businesses are well positioned for long-term sustainable growth. With that, we are ready to open the line for questions. Operator?
5;Q&A;Operator;Operator;The first question comes from Steve Barger from KeyBanc Capital Markets.
6;Q&A;Robert Barger - KeyBanc Capital Markets;Analyst;I'll just start on ESG operating margin. It's been in a pretty tight range around the low 13% area for about 4 years now. And modeling this out, it seems like 2022 margin could be similar to last year. Can you talk about how you see a path to higher margin in ESG? Or is the plan more just maintaining this kind of range while growing the top line?
7;Q&A;Ian Hudson - SVP & CFO;Firm;Yes. I think, obviously, Steve, the recent acquisitions we've had have been included within the ESG segment, I think when we think about the potential to grow the margins in that segment, we do -- when we look at acquisitions, one of the questions we asked ourselves is whether they are operating within that target range currently or whether they have the ability to get within that range after a period of 2 to 3 years once we can start applying our 80-20 principles.  So I think that would be one area. The 2 acquisitions that we completed in Q4, of those, Deist had a double-digit EBITDA margin at the time of acquisition and Ground Force was within our range towards the lower end of our target range for the group. So we think there is room to grow those businesses. We also think there's room to grow the aftermarket businesses. Jennifer mentioned, we're looking to expand into some new geographies that we think are underserved. So we think that margin profile will allow for some margin improvement on the ESG side.
8;Q&A;Robert Barger - KeyBanc Capital Markets;Analyst;Whether am I correct in thinking that the guidance kind of contemplates a similar margin range in ESG in 2022 as we saw in '21?
9;Q&A;Ian Hudson - SVP & CFO;Firm;Yes, I think that's probably fair, Steve, because as we talked about, there is some pressure in the first quarter as we described, because the dumb truck businesses is a component of ESG. So there will be some pressure in Q1. But as we move through the year, we're expecting that to improve as we start to realize more price. So I think overall -- and we typically look at EBITDA margin, Steve, for that business. Our target range is our EBITDA margins as opposed to the operating margin because of the amortization impact of the recent acquisitions. So from an EBITDA margin standpoint, I still think we're expecting ESG would be operating in the upper half of its target range for '22.
