;section;speaker;role;text
0;scripted;Operator;Operator;Ladies and gentlemen, thank you for standing by and welcome to the Q4 2020 LCI Industries Earnings Conference Call. At this time, all participants are in a listen-only mode. After the speakers' presentation, there will be a question-and-answer session. Please be advised, that today's conference is being recorded. I would now like to hand the conference over to Victoria Sivrais with Investor Relations. Please go ahead.
1;scripted;Victoria Sivrais - Investor Relations, Clermont Partners;Firm;"Good morning, everyone and welcome to LCI Industries fourth quarter 2020 conference call. I'm joined on the call today by members of LCI's management team, including; Jason Lippert, President, CEO and Director; and Brian Hall, Executive Vice President and CFO. Management will be discussing their results in just a moment. But first, I would like to inform you that certain statements made in today's conference call regarding LCI Industries and its operations may be considered forward-looking statements under the securities laws and involve a number of risks and uncertainties. As a result, the company cautions you that there are a number of factors many of which are beyond the company's control, which would cause actual results and events to differ materially from those described in the forward-looking statements. These factors are discussed in the company's earnings release, and in its Form 10-K, and its other filings with the SEC. The company disclaims any obligation or undertaking to update forward-looking statements to reflect circumstances or events that occur after the date the forward-looking statements are made, except as required by law. With that, I would like to turn the call over to Jason Lippert. Jason?"
2;scripted;Jason Lippert - President, CEO and Director;Firm;Good morning, everyone and welcome to LCI's fourth quarter and full year 2020 earnings call. 2020 was not only an extremely challenging year, but also a pivotal and rewarding one for both LCI and the outdoor recreational industry as a whole. In the face of extraordinary operational challenges, we'd leveraged the skills of our experienced leadership team and pulled together to deliver what we consider to be outstanding results, including the highest annual revenue in LCI's history and double-digit earnings growth despite a six-week period, where there were essentially no RV sales. Further, we made significant progress with respect to our long-term diversification strategy, closing on three acquisitions, and expanding our market share across our RV, Marine, Adjacent, Aftermarket and International businesses. None of this would have been possible without the unwavering dedication of our incredible Lippert team members who rose to the challenge and worked bravely and tirelessly to ensure we could meet the unprecedented industry demand from consumers streaming into the outdoor recreational lifestyle. I think we are strong, we exited in 2020 with $2.8 billion in revenues, up 18% year-over-year. Importantly, this growth was supported by strong performance of our Aftermarket and Adjacent market segments. Aftermarket revenues more than doubled during the year due to the addition of the CURT Group, which has done very well since we announced the acquisition in late 2019. Our performance outside the RV business underscores the success of our diversification strategy, which has been a critical driver and outperforming our industry and helping to establish LCI leadership in the many industries that now serves. RV OEM sales increased 3% during the year compared to 2019, reaching $1.5 billion, primarily driven by the ongoing surge in retail demand as new consumers and their families enter the RV lifestyle and recognized the benefits of RV. This increase was partially offset by the industry-wide production shutdowns in the first half of the year, after which we saw incredible recovery to ultimately deliver 29% sales growth for the segment in the fourth quarter. Industry wholesale RV shipments for the year totaled roughly 430,000 units, which was the fourth highest wholesale year on record. We expect this number to rise further in 2021 and beyond driven by heightened consumer demand and extreme popularity of RVs going forward in a post-pandemic environment. We believe that the growth and popularity and availability of peer-to-peer RV rentals will also help drive RV demand, creating a huge new opportunity for consumers to try RV, ultimately bringing them into the lifestyle over the long-term. Outdoors one of the largest peer-to-peer rental companies grew 4500% to over $1 billion in rental revenues in 2020, while others in the space grew significantly as well. While we anticipate continued supply chain constraints heading into 2021, LCI and its customers are doing well at mitigating these challenges. As I've said in the past, when challenges arise the industry is excellent at finding solutions quickly. We also added capacity so that we can continue to stay ahead of the demand of our OEMs. We believe six new facilities in Q3 and Q4 of 2020, all outside the Elkhart County in the Northern Indiana area, we are quickly staffing up to increase our production output. Additionally, we have two significant building projects already moving and are evaluating others. We are also continuing to leverage our automated processes in our operations enabling us to further ramp production without the need for much labor. Finally, we are leveraging our lean team and have turbocharged our continuous improvement projects so that we can continue to free up more manufacturing space. I am proud to say that we are on pace to complete a record number of continuous improvement projects this year. Our team also delivered further content growth for the year in both towable units and motorhomes, echoing the strength of the Lippert brand despite the recent wholesale mix shift towards small entry level units driven by the surge of first-time RV buyers. Content per towable RV for the full year 2020 adjusted to remove Furrion sales from prior periods increased 1% from the prior year to $3,390, while content per motorhome RV for the full year 2020 increased 8% from the prior year to $2479, supported by the success of our new product offerings. Despite the obstacles we faced and overcame during 2020, our diversification strategy remained a top priority as we successfully grew our non-RV businesses, both organically and through acquisition. We reached a significant milestone in our strategy during the year with our Adjacent markets, Aftermarket and International businesses now making up more than 50% of our total net sales, up from 42% at the end of the year 2019 despite the large boom in RVs. We believe that diversification will help further establish our presence in the broader outdoor recreation market to drive long-term growth. Our large Adjacent market contributors are still cargo and utility trailers, components for buses, boats and other commercial vehicles as well as windows and other products for manufactured housing and residential housing markets. As I mentioned earlier, our revenues in the Aftermarket segment more than doubled year-over-year, up 125% compared to 2019, primarily driven by the addition of the CURT Group, which remains our largest acquisition today. We are pleased to say that CURT teams demonstrated their strong operational skills throughout the year, realizing cost synergies and exceeded their pre-COVID target numbers and a matter of 2021 with a backlog triple of what they started 2020 with. Our RV Aftermarket group also not to cover off the ball by outperforming their pre-COVID targets as well. Our Aftermarket and Adjacent businesses proved to be resilient to the pandemic and were the workhorse of our business during the time that our OEM businesses shut down. We believe that in times in our RV and Marine OEM businesses are down, our Aftermarket businesses will provide opportunities for growth. This is one of the reasons we will continue to invest in this part of our strategy as we continue to steer our Aftermarket business towards the $1 billion mark. We have continued to focus our attention in resources on the customer experience in the Aftermarket world. We believe helping to change the customer experience will be pivotal to our future success as we support first-timers coming into the RV lifestyle. Like we typically do to help drive this initiative, we appointed the leader for this area in Q1 of last year, Nicole Sult is a seven-year Lippert vet with 10 years of additional experience as an RV OEM Director of Customer Service. As Director of Customer Experience at Lippert, she has started to build the team that has already launched several great initiatives to get closer to the consumer and gather more valuable feedback. We also hired Joyce Schofield, that came to us with a great experience from OnStar and Guardian as a call center leader helped change the customer experience as it pertains to the over 60,000 customers each month that reaches by phone or email to get service on our products. We've additionally launched two social communities that are providing excellent feedback for our products and services. The Lippert Scouts as we have named them as a group of specifically selected RV super users that connect daily with our customer experience teams. The scouts numbering over 1,200 members will serve as our eyes and ears to provide valuable insights on our new and existing products. We will be listening to their new ideas and engaging in conversations so that we can obtain important feedback to help solve our main issues. We've also launched a Campground Project, through which we are sending technically experienced team members to over 100 campgrounds nationwide to meet, survey and collect candid feedback from real campers and RVers. We are confident that our continued emphasis and passion for the customer experience can serve as yet another competitive differentiator that drive growth for our Aftermarket segment and OEM segments and in turn strengthen our overall business. Turning to Adjacent markets, 2020 revenues rose 4%, again, driven by the heightened retail demand from Marine and other related markets, which continue to benefit from the similar secular tailwinds driving the growth across the RV and the Aftermarket. Looking forward, the additions of Challenger Door, a leading manufacturer of branded doors for RVs and specialty trailers and Veada Industries, a manufacturer of Marine seating will both serve as new growth drivers for the OEM segment, and we are excited to continue to integrate these businesses into LCI. Veada has a substantial relationship with Polaris-owned Bennington Boats, the largest Pontoon builder in the country, and we are looking forward to adding more value to that relationship as we continue to grow with Polaris and its applicable segments. Our Marine revenues for 2020 have eclipsed $205 million and are expected to increase with the ramp up of the industry in 2021. It is noteworthy to announce that we have been working closely with TRACKER Marine over the last 12 months. TRACKER one of the largest and most well-known boat brands and boat builders in the US has decided to ship its Marine furniture production from a vertical preference to Lippert to our tailor-made Marine Group, further strengthening our presence in the Marine space. Over the long-term this collaboration will add business to several Lippert US facilities including a dedicated and Marine seating facility in Missouri near the TRACKER campuses. We look forward to working with TRACKER to develop a strong relationship and drive growth for both businesses. In addition to Marine, our windows business in our Adjacent markets, our third largest product line in the company has continued to gain share in the commercial bus manufactured housing and residential housing markets. Our International businesses saw strong growth in 2020 as well with revenues increasing 62% year-over-year, supported by the four acquisitions we closed in late 2019. The strength of these brands, coupled with their culture and innovation, wide-reaching footprints, and customer relationships in Europe have continued to help position Lippert as an industry leader overseas. The various European countries in which we operate, including, Italy, the Netherlands and the UK seem to be slightly behind the rapid pace of recovery we saw in the US, but still remains strong and showing opportunities for a great 2021. Overall, Europe is showing many of the same drivers of secular RV and recreational demand and European consumers have increasingly turned toward the outdoor lifestyle for travel and vacation, while some airports have shut down due to the pandemic. 2020 retail caravan registrations in Europe increased almost 12% with a largest market Germany up over 32%. Our RV, rail and Marine divisions in Europe are all forecasting significant growth over their 2020 numbers based on feedback they are getting from their customers. In addition, we continue to see great progress toward LCI European components being adopted by the US RV OEMs. This is a trend we were really proud of, and it helps with the US OEMs really see us as even more of an innovator with the ability to bring these products to the US market on a regular basis. We are very confident in the ability of our leadership teams to capture this demand and drive new growth across our International businesses. Innovation is one of our strongest competitive differentiators and remains at the center of everything we do, particularly as new customers increasingly seek our technologically sophisticated products, as well as products that appeal to new generations of campers. This trend has driven the success of our OneControl products, among others, which put our RVers in control of their vehicle by enabling them to manage an RV's most important functions from their smartphone. Further, OneControl integrates seamlessly into our largest strategy to enhance the customer service experience, allowing our support teams to know immediately if a problem with an RV has occurred so that we can alert the customer. This will be especially helpful to new entrants still familiarizing themselves with their RV. We're also seeing strong demand for other innovative offerings that provide additional modes of support, including our Tire Linc pressure and temperature monitoring, and electronic sway control systems, equipping RVers with the ability to be in tune with these safety aspects of their vehicle and help provide them with a safer journey. We believe that safety products, which will be a significant focus for us over the next few years, will likely have the same impact of making consumers feel more comfortable buying RVs like they do automobiles. To lead our new product innovation, we recently announced the addition of our Vice President of Innovation, John Rhymer, an industry leader in avid RVer, who will help us drive forward our extensive catalogue of industry-leading RV and Marine related innovations, products, functions and features. By fostering a strong cohesive culture with our business, we have been able to create dependable and dedicated teams that were able to power Lippert through the crisis brought on by the pandemic and we could not be more thankful for each and every one of our team members. Unlike many companies, we provide leadership coaching to all leaders in the business and have dedicated resources for training that ultimately creates longer tenured leaders who understand what effective leadership looks like. We have seen firsthand how this ultimately drives higher retention and ultimately greater momentum in the business as a result. These initiatives have directly supported our operations for over seven years now and give our teams the skills needed to keep leadership evolving. It has proven to be especially effective during its most recent environment, which was one of the most toughest to manage through in our recent history. Ultimately, it was our strong cultural foundation that allowed us to supply our customers in the manner that we did. During these tough times, we also worked to ensure the safety of our team members, while supporting the larger community surrounding LCI. We invested millions in personal protective equipment for our team members, while altering production environments to keep people properly distanced. And were able to involve select teams in a COVID-19 vaccine testing phase ran by Johnson & Johnson. We also set up a dedicated an industry first drive-through rapid COVID testing site for our team members. Our teams kept up our commitment to our community by providing over 67,000 hours of community service during 2020, despite an environment nearly impossible to serve in groups like we have in the past. We also led the industry with a significant gift to our local hospitals to help them hire mental health experts to provide much needed help to the hardworking men and women on the frontlines of our hospitals. Those who have seen some of the worst of the pandemic, I could not be more proud of our ability to give back during these times of great needs. With respect to capital allocation, we continue to remain receptive to strategic M&A opportunities. We are looking for great strategic fits with great leadership teams and solid plans for growth. At the same time, we are focused on integrating our recent acquisitions and paying down debt. Additionally, we are investing in innovation and optimizing our manufacturing footprint to ensure we maintain the appropriate capacity to meet the soaring demand for recreational products. In closing, I'd like to thank all of our team members, not only for their tremendous work and commitment to delivering quality products to our customers, but for also fostering a culture that has made Lippert so successful. We could not have achieved such amazing results without these incredible dedications coupled with the strength and guidance of our leadership team. We look forward to continuing this tremendous progress as we headed further into 2021 and deliver further value for our shareholders. I will now turn to Brian Hall, our CFO to discuss in more detail our fourth quarter and full year financial results.
3;scripted;Brian Hall - Executive Vice President and CFO;Firm;Thank you, Jason and good morning, everyone. Our consolidated net sales for the fourth quarter increased 39% to $783 million, compared to the prior year with acquisitions contributing 13% of the year-over-year growth and organic growth contributing the remaining 26%. Q4 2020 sales to RV OEMs increased 29% compared to the prior year due to the continued record RV OEM retail demand. When normalizing for the termination of our relationship with Furrion, RV OEM sales increased by 39%. At the same time, sales to Adjacent industries grew 20%, Aftermarket segment sales increased to 129% and International sales increased 60% as the popularity of outdoor leisure continues to drive strong demand across many of our markets. We continue to work towards our diversification strategy goals and we recently announced the acquisitions of Challenger Door and Veada Industries during the fourth quarter. Acquired revenues contributed $73.2 million across the business during the quarter, primarily CURT and Polyplastics driving strong growth in Aftermarket and Europe. As we now last a year on the CURT and Polyplastics' acquisitions, forward-looking acquired revenues consist of Challenger and Veada, each representing about $80 million or $160 million in total of acquired revenues and split across RV OEM at 36% and Adjacent industries at 64%. We expanded operating margins by roughly 140 basis points from the prior year period, largely due to the favorable impact of leveraging organic sales growth coupled with the impact of operational efficiencies driven by increased automation and lean manufacturing initiatives and partially offset by increased labor expense to meet heightened production requirements and the increasing costs of steel, aluminum and freight. We anticipate the current headwinds from increased input costs to continue through the first half of 2021, while the pricing for many of our products is indexed to steel and aluminum cost that remains the traditional lag time and effectiveness of approximately two quarters. GAAP net income in Q4 2020 was $48.7 million or $1.92 per diluted share, compared to $28.8 million or $1.14 per diluted share in Q4 2019, primarily due to strong growth in net sales as well as a favorable impact on the effective tax rate due to discrete adjustments. Adjusted EBITDA increased 54% to $88.1 million for the fourth quarter. This increase was also driven by leveraging the aforementioned heightened demand in retail RV OEM and Aftermarket as well as incremental revenue from recent acquisitions. Moving on to full year 2020 results, sales to RV OEMs increased 3%, driven by the heightened retail demand for outdoor recreational products. As Jason mentioned, we expect an increase in wholesale unit shipments in 2021 compared to 2020. Further, current RVIA forecasts for 2021 is 507,000 units which would be an 18% increase compared to 2020. We remain acutely aware of the industry supply chain issues and are confident that our flexible business model will be able to adapt to any significant changes. Content per towable RV unit for the 12 months ended December 31st, 2020 increased $44 to $3,390, while content per motorized unit increased $192 to $2,479, excluding the impact of Furrion in 2019. For comparative purposes, excluding Furrion, content per towable RV for the full year 2019 was $3,346 and content per motorhome was $2,287. The content increase in towables was primarily driven by organic growth, including new product introductions, partially offset by the increased demand for entry level products, which traditionally have less content per unit. In addition, price reductions passed to our customers during the last 12 months, primarily due to Commodity Index pricing, have negatively impacted content growth by approximately 2%. And we have to make significant volatility and OEM inventories have negatively impacted content growth by approximately 4%. As the second quarter was significantly impacted by the abrupt shutdown in production, and subsequently shipment of product was impacted by supply chain disruption. The matching of LCI sales with the wholesale shipment has been temporary diverged. Pro forma towable content growth is estimated to be approximately 7% year-over-year. Sales to Adjacent industries increased 4% to $688 million in 2020. And our Aftermarket segment increased this total sales by 125% to $628 million, while International sales increased 62% to $237 million compared to the prior year. Acquired revenues were approximately $375 million for the full year 2020. Non-cash depreciation and amortization increased by over $22.6 million for 2020, while non-cash stock-based compensation expense increased just over $2.4 million for the full year. We are anticipating depreciation and amortization expense to increase to $110 million to $120 million in 2021, primarily due to increases in capital investments for capacity and efficiencies in 2021. Our effective tax rate for the full year was 24.4%, remaining relatively flat year-over-year. GAAP net income for the full year 2020 was $158.4 million or diluted earnings per share of $6.27 compared to $146.5 million or diluted earnings per share of $5.84 in 2019. During 2020, we generated $231 million from operating activities, while using $182 million for business acquisitions, $57 million for capital expenditures and returning $70 million to our shareholders in the form of dividends over the year. Capital expenditures for 2020 included normal replacement CapEx along with $5 million in automation investments, and over $21 million in growth initiatives as part of the operational improvements we have discussed. We ended the year with a net debt position of $686 million at December 31st, 2020, roughly 2 times pro forma EBITDA, adjusted to include the LTM EBITDA of acquired businesses. Leverage remained comparable to 2019, while in during the COVID shutdowns and two acquisitions late in 2020. We remain focused on maintaining a healthy balance sheet and continue to target long-term leverage of 1 to 1.5 times net debt to EBITDA as we work to integrate recently completed acquisitions, which we believe will contribute strong operating cash flows. We expect capital expenditures between $130 million to $150 million in 2021 as we focus further on various smaller scale continuous improvement and automation projects that support growth and continue to build capacity to support a heightened production rates. As we continue to execute our acquisition strategy by integrating our latest acquisitions into our business, we are confident that we are well positioned for strategic growth heading into 2021. That is the end of our prepared remarks. Operator, we're ready to take questions. Thank you.
4;Q&A;Operator;Operator;First question comes from Scott Stember with C.L. King.
5;Q&A;Scott Stember - C.L. King;Analyst;Good morning, guys and thanks for taking my questions.
6;Q&A;Jason Lippert - President, CEO and Director;Firm;Thanks, Scott.
7;Q&A;Brian Hall - Executive Vice President and CFO;Firm;Thanks, Scott.
8;Q&A;Scott Stember - C.L. King;Analyst;Jason, in the release, I think your last comment was related to the OEMs seemingly taking less downtime I guess some of the supplier issues incrementally are abating. Can you maybe just talk about that the pace of improvement and where you think that would be by the middle of the year of '21?
9;Q&A;Jason Lippert - President, CEO and Director;Firm;Yeah, it's just - all I can say it's really noticeable. I mean, October, November, December, I mean, we were riddled with brands all over the industry being down one day to the next. It seemed like every day, there was somebody else that couldn't work because of COVID or they couldn't - they shut down because of supply chain related issues. And then January just didn't hear about any of that. So I mean, I haven't confirmed it. But I'm pretty sure that nobody took down days in January. So it's just a stark contrast from what we were seeing. And you know, COVID related cases were up significantly in October and November. So that was a big piece of it and January, it's been very quiet around the county here. So you know, I can't tell you, you know or put it in numbers specifically, it was just a significant change. And then, you know, the big challenge will be, you know, the 20 or so facilities that the OEMs are putting online new between now and the end of the year, which will add significant capacity. It's just, you know, getting those up and making sure those, you know, those are able to run cleanly.
