;section;speaker;role;text
0;scripted;Operator;Operator;Thank you for standing by, and welcome to Rivian Fourth Quarter Fiscal 2021 Earnings Conference Call. At this time, all participants are in a listen-only mode. After the speakers' presentation, there will be a question-and-answer session. I would now like to hand the conference over to Tim Bei, Vice President of Investor Relations. Please go ahead.
1;scripted;Tim Bei - Vice President-Investor Relations;Firm;"Good afternoon, and thank you for joining us for Rivian's fourth quarter 2021 earnings call. Joining us on today's call, we have RJ Scaringe, our Founder, Chairman, Chief Executive Officer; Jiten Behl, our Chief Growth Officer; and Claire McDonough, our Chief Financial Officer. A copy of today's shareholder letter is available on our Investor Relations website. Before we begin, I would like to remind you that during the course of this conference call, our comments and responses to your questions reflect management's views as of today only and will include statements related to our business that are forward-looking statements under federal securities laws, including without limitation, statements regarding our market opportunity, industry trends, business operations, strategy and goals, our second domestic manufacturing facility and our expectations regarding vehicle production. Actual results may differ materially from those contained in, or implied by, these forward-looking statements due to risks and uncertainties associated with our business, except as may be required by law, Rivian does not have any obligation to update or revise such statements if circumstances change. For a discussion of the material risks and other important factors that could impact actual results, please refer to the cautionary statements, risk factors contained in SEC filings and today's shareholder letter, both of which can be found on our website at rivian.com/investors. During this call, we will discuss both GAAP and non-GAAP financial measures. A reconciliation of GAAP to non-GAAP financial measures is provided in today's shareholder letter. With that, I'll turn the call over to RJ, who will begin with a few opening remarks."
2;scripted;RJ Scaringe - Founder, Chairman & Chief Executive Officer;Firm;Hello, everyone, and thank you for joining us this afternoon for our earnings call. Before we dive in, we wanted to first take a moment to address the crisis in Ukraine. As an organization, we are deeply concerned about Russia's invasion and stand by the people of Ukraine. The humanitarian crisis resulting from the current development is clearly becoming a focus of governments and companies around the world. We are inspired by the actions so many have taken and we'll continue to evaluate ways we at Rivian can show or support. As Tim mentioned, just before the call, we published our shareholder letter, which includes an overview of the progress we've made over the recent months. I'd encourage you to read it for additional details around some of the items we'll cover on today's call. We'll touch on our recent achievements, production progress and product development. Before we do that, I want to personally address last week's pricing announcement. We released an update to our R1 product portfolio that included our new dual motor propulsion system as well as our standard battery pack. The dual motor propulsion system consists of a single motor drive axle, where we've integrated the drive unit, the inverter, the gearbox into a really power-dense package. And in the dual motor application, we put one of those in the front and one of those in the rear of the vehicle. And in total, it delivers over 600 horsepower and achieve zero to 60 in less than four seconds. It's really cool. We also use that drive unit in a single motor application as a front-drive unit in our commercial delivery vans. Along with that, our standard battery pack is leveraging LFP and LFP chemistry, and that chemistry not only allows us to offer that pack at a lower cost, but it really fits commercial applications well. And it's first going to be launched in the commercial vehicle platform later this year, and then will make its way into our consumer vehicles by late 2023. Now as we develop these new offerings, we need to make sure that these offerings could fit into our product portfolio. And to do that, we revisited the overall pricing strategy. Prior to the pricing changes, our R1 platform had a price range without options of $67,500 to $83,500 and only included quad-motor variants. With the addition of these new product offerings, the R1 platform's price range is now $67,500 to $95,000, including both quad and dual-motor configurations as well as the standard range LFP battery pack. On March 1, we announced the dual-motor and standard battery pack along with this updated pricing model. In applying the updated pricing to existing pre-order customers, we failed to appreciate that customers view their configuration as price locked, and we wrongly assumed pre-order customers would be open to reconfiguring to the recently announced dual-motor and standard battery pack if they wanted to maintain a similar price point to the original configuration. We recognized this was a mistake and quickly moved to honor the original configured pricing for our pre-March 1 pre-orders. Our relationship with customers is the most important aspect of what we're building, and we believe our early customers are critical for establishing the brand foundation needed to support many millions of sales across our future vehicle portfolio. Since launching in 2018, we believe the brand loyalty we have forged is one of our most viable assets and something we believe will continue to drive network effects moving forward. With this, we remain highly confident in our ability to address the massive market opportunity that sits before us. Electrification is at a tipping point as trillions of miles traveled each year across the planet transition to EVs. This is a massive shift and one that requires multiple companies to be successful in building interesting products that give customers lots of choices. While the near-term industry conditions remain very fluid, our path to creating long-term value is unchanged. We are targeting the most attractive market segments with exceptional products. In the consumer space, we're building a global brand that applies to a wide range of product sizes and markets in the truck, SUV and crossover segments. In the commercial space, we're targeting with an initial -- we're launching with an initial focus on last-mile delivery through our partnership with Amazon, and we'll use this critical scale to support growth across the commercial space. We are in a unique position to establish significant last-mile market share through our Amazon partnership and have the opportunity to capitalize on software and services through fleet OS. We are vertically integrating core technologies to ensure our products continue to lead, enable us to move quickly to make enhancements and provide long-term structural cost advantages. The initial feedback from customers and third parties has been really rewarding to see, from customers excited about the most recent OTA, to MotorTrend selecting our R1T as their 2022 Truck of the Year. Our products continue to generate a lot of enthusiasm. All of this excitement continues to provide momentum to the brand. As of March 8, we had approximately 83,000 pre-orders, our pricing model, which encompasses the dual-motor drivetrain and standard pack has demonstrated continued strong demand, with pre-orders following the pricing update remaining at approximately the same rate as prior to the announcement. Demand remains extremely robust. With our 2022 priorities, we've been very focused on ensuring we have the right team working towards our mission. Next week, we'll be announcing our new COO that will be responsible for helping to scale our production and supply chain. We have also continued to hire great leadership across the business to keep up with our rapid scaling. Ultimately, the strength of our team is what determines our ability to execute our vision. Not surprisingly, our highest priority for the remainder of 2022 is ramping production of our normal Illinois manufacturing facility. As of March 8, we produced 1,410 vehicles this quarter and 2,425 vehicles since the start of production late last year. During the last two weeks, we have averaged a weekly production rate that is approximately two times the actual rate of the fourth quarter of 2021. With that, I'd like to talk a bit about the R1 production ramp. This ramp is progressing well across all areas of the R1 production line, and we're achieving demonstrated production rates that are in line with our expectations. And with all this progress, the biggest constraints we now face really lie with the supply chain. And it's really a small number of parts for which the supplier isn't ramping at the same rate as our production lines are ramping up. I want to talk just about one specific area. Previously, we talked about battery modules, and this was a constraint that we saw at various times through Q4. And as you may remember, we have two module lines, module line 1, module line 2. And module line 1 is now running at twice the speed at what we saw at the end of 2021. And module Line 2 is ramping up very quickly, and in line with our expectations. With line 1 and line 2 now ramping, battery modules are no longer a constraint to the plant. With that, I also want to talk about R1S. And R1S is being ramped very methodically. We learned a lot from what we've been through in the fourth quarter. And as we're methodically ramping this up, we're balancing component supply for the parts that are different on R1S relative to R1T, and we're also managing the fact that, that product is coming up behind the R1T in terms of its level of ramp maturity to make sure that we're optimizing for overall production output for the line. Now with that said, we should also talk about EDV. And the EDV ramp is quite a bit different than what we've been through in R1. It benefits from all the learnings you'd expect from the EDV line really being our second production line. Operationally, the line is ramping as intended without any major surprises or roadblocks. But as we've seen with R1, we are gated by a number of supplier ramp challenges. And given that the EDV production lines are capable of ramping faster than what we saw with R1, these supply constraints feel more pronounced than what we experienced in the initial weeks of ramping R1. With these supply constraints, the EDV is being built or being used to refine the digital integration of our software systems with Amazon to ensure alignment with the standard operating procedures for these vehicles. Feedback from Amazon and the drivers on the software is quickly being ingested, and we're using that to drive the OTAs on the platform. With all this we expect EDV production to ramp considerably during Q2. Now it's worth noting the challenges our suppliers are facing vary and include company-specific production issues, COVID-related delays, and semiconductor allocations. We're working closely with any of these constrained suppliers to identify component challenges early so that we can support the supplier ramp and develop alternative solutions if needed. While the 2022 production ramp is a core focus from an operational point of view, our future technology and product pipeline are also really exciting. As a preview of some of the major initiatives, we're developing a proprietary 800-volt architecture, which includes new in-house drive units that will further enhance performance and efficiency of our announced dual and quad motor configurations. This higher voltage architecture also includes onboard charger, DC/DC converter and DC to AC converter, where the power stages of the DC/AC and the AC/DC are bidirectional and share semiconductors, magnetics and the controller. We're also developing a heat pump-based thermal system, and along with that, a range of new battery packs, including what I talked about before, the LFP chemistry, an LFP chemistry being used within these packs. Now, beyond the in-vehicle power electronics, we also continue to develop our portfolio of charging and energy products to expand really beyond what we've already talked about and shown in our DC chargers to include a bidirectional home charger and home energy products. And the technology work isn't just focused on propulsion platforms or charging or power electronics. We're also developing an improved network architecture and the associated electronics topology to consolidate multiple compute platforms for reduced cost and complexity. We're developing our next generation of perception hardware along with that. And that perception, hardware is being used with a new higher compute platform for the autonomous system. We believe that all these investments and all this technology will really increase the desirability and of course, the capability of our vehicles, while also delivering improved unit economics on the vehicles. Next, let me pass the call on to Claire, who will provide an update on our financials and the business outlook.
3;scripted;Claire McDonough - Chief Financial Officer;Firm;Thanks, RJ. I want to echo RJ's feeling of encouragement with the progress we're making at the plant, the robust technology roadmap we have in place and the strong backlog of demand from consumers and Amazon. I'll start with a review of our fourth quarter 2021 results. After years of development and design, 2021 was an important year for Rivian as we launched three vehicles across two vehicle platforms and initiated our first customer delivery. During the fourth quarter, we produced 1,003 vehicles and delivered 909 vehicles, which generated $54 million of revenue. As we've discussed in the past, as we ramp our production, the volumes being produced on our manufacturing lines are a small fraction of our current 150,000 units of annual capacity. In the near term, we expect this dynamic of high fixed costs associated with operating and running our large-scale, highly vertically integrated plant, amortized over a small but growing number of vehicles produced across the R1 and RCV platform, will continue to have a negative drag on gross profit. In addition, we experienced higher costs due to inflation and supply chain challenges, which resulted in increased bill of materials and higher logistics costs associated with expediting shipping of certain parts. As a result, in the fourth quarter, we generated a negative gross profit of $383 million. Additionally, we recorded a lower of cost or net realizable value, LCNRV adjustments to write down the value of certain inventory to the amount we anticipate receiving upon vehicle sale after considering future costs necessary to ready the inventory for sale. This expense negatively impacted gross profit in the fourth quarter, and we expect it to also impact upcoming quarters in the near term. Turning to operating expenses. Research and development expense for the quarter was $726 million as compared to $255 million in the fourth quarter of 2020. The increased spend stem from our current and future vehicle programs as well as cross-platform technologies. As RJ mentioned, we have kicked off our in-house motor system Standard Range LFP battery pack, Rivian Cloud architecture and many other hardware and software technologies that will allow us to introduce more accessible price points, improve gross margins and enable us to expand our high-margin lifetime software and services revenue opportunity. Finally, we realized stock-based compensation expense of $277 million in the fourth quarter of 2021. As a reminder, our stock-based compensation vesting conditions were deemed probable at IPO, resulting in the recognition of our first stock-based compensation expense in Q4 2021. SG&A expense for the fourth quarter of 2021 was $682 million as compared to $98 million for the fourth quarter of 2020. As we scale our production, it's important we also scale our commercial operations, providing a seamless, comprehensive consumer solution is part of what customers expect when purchasing a Rivian vehicle. This requires investments in our digital experience, customer engagement and delivery teams, service operations and customer-facing facilities and events. In addition, we continue to focus on attracting new talent that will help us grow and reach our long-term objectives. We realized $277 million in stock-based compensation associated with SG&A. In Q4 2021, we also recorded other expense of $663 million. This primarily non-cash expense represents the accounting for the 8 million shares of Class A common stock and $20 million of cash that was donated to Forever by Rivian, Inc., in conjunction with our IPO. Our capital expenditures for the fourth quarter were $455 million, driven by our continued strategic investments in infrastructure. The capital expenditures were primarily due to expansion of our normal factory as well as investments in corporate facilities, service operations and experience bases. We have created a tremendous ecosystem, bringing together our in-house in-vehicle technology, the Rivian Cloud, and our product development and operations infrastructure that support our launch products and services and build the foundation for growth. We are at the tipping point of the EV transformation. We play in the fastest-growing and most profitable market segments, and we'll continue to scale our offerings with new price points, use cases and form factors. During the fourth quarter, we completed our initial public offering, which provided us capital to help execute our near-term road map. We ended the year with $18.4 billion of cash on hand, which includes restricted cash. As we look forward to 2022, I wanted to reiterate our excitement for the opportunities ahead and continued improvement in the areas of our business that we can control. Our primary focus will be to ramp our normal facility and the production of our R1 and RCV platform. While we work diligently to alleviate any supply chain challenges, we believe that through 2022, the supply chain will be the fundamental limiting factor to our total output for the year. We believe our normal facility, manufacturing equipment and processes have the ability to produce approximately 50,000 vehicles across our R1 and RCV platform in 2022, if we were not constrained by our supply chain. Our confidence comes from weeks of batch building that have proven our processes and equipment are ramping as we had expected and intended. Despite this, due to the supply chain constraints, which are currently visible to us, in 2022, we plan to produce 25,000 vehicles across our R1 and RCV platform. Our estimated adjusted EBITDA for 2022 is negative $4.75 billion, primarily due to continued forward investments. We will increase our research and development expense through investments in future vehicle platform, vertical integration of shared technologies as well as our in-vehicle and Rivian cloud technology road map. Our SG&A expense will increase primarily due to expected investments in our technology and commercial organization. As more of our vehicles hit the road, it's important we continue to invest in all aspects of our business that makes the digital-first ownership experience seamless and enjoyable. We plan to continue investing in our business throughout 2022, and therefore, expect an increase in capital expenditures as compared to 2021. Capital expenditures are expected to be $2.6 billion, driven by additional investment in our normal factory to expand the capacity of our R1 line to over 100,000 units annually. In addition, we expect to realize increased capital spend associated with the tooling for current vehicle platform, future vehicle manufacturing lines, battery technology and supply, our service network, digital offering and general technology. In closing, I wanted to reiterate our excitement for what we have ahead of us. Our long-term targets remain unchanged, with gross margin targets of 25%, EBITDA margin targets in the high-teens and free cash flow margin target of 10%. We expect the capital we are investing today will deliver powerful returns on investment. While the past year was filled with so many incredible milestones, we are truly just getting started. With that, let me turn the call back to RJ before opening up the line for Q&A.
4;scripted;RJ Scaringe - Founder, Chairman & Chief Executive Officer;Firm;Thanks, Claire. We're no doubt experiencing one of the most challenging supply chain environment the automotive industry has ever seen. But as we look out 10 years from now, our products, our technology and our brand platform will help us capture substantial market share in the transportation space. I want to thank everybody for being with us today. And with that let me turn it over to the operator for questions.
5;Q&A;Operator;Operator;Thank you. First question is from Adam Jonas with Morgan Stanley. Your line is open
6;Q&A;Adam Jonas - Morgan Stanley;Analyst;Hi. Thanks, everybody. So RJ and Claire, during -- in your S1 late last year, you had, at the time, 55,400 orders for the R1. And you stated that you expected to deliver those vehicles by late 2023. Can you confidently reiterate that you could deliver the 55,000th R1 by late 2023 today?
7;Q&A;RJ Scaringe - Founder, Chairman & Chief Executive Officer;Firm;Hi, Adam. Yes, we can confidently say we'd be able to deliver the 55,000th vehicle by the end of 2023. And as you heard from Claire and I, right now, the real constraint for our production is within the supply chain. And this has been a major focus for us. Every morning starts with thinking about which suppliers we need to go speak to and push harder on to make sure they're ramping as fast as the rest of our production line. But ultimately, our ability to ramp this year will continue to be gated by the supplier ramps. And as you know, it's not all the bill of materials. It's just a small fraction of the bill of materials where we're having some of these supplier constraints.
8;Q&A;Adam Jonas - Morgan Stanley;Analyst;Okay. RJ, I'm interpreting that as that you confidently reiterate that given your visibility on the supply constraints, this is how I'm interpreting that, meaning including the supply constraints.
9;Q&A;RJ Scaringe - Founder, Chairman & Chief Executive Officer;Firm;Absolutely. Absolutely.
